customer_id,age,income,region,risk_score,risk_band
105649,69,2101.98,PR,0.722,HIGH
105650,70,4407.14,PR,0.1037,LOW
105651,67,2597.84,SP,0.6779,HIGH
105652,57,7193.02,PR,0.7019,HIGH
105653,23,3454.37,MG,0.3345,LOW
105654,44,9610.85,SP,0.5223,MEDIUM
105655,33,1515.11,RS,0.5316,MEDIUM
105656,31,4480.73,SP,0.4619,MEDIUM
105657,62,8341.08,SP,0.0504,LOW
105658,61,2739.4,BA,0.4442,MEDIUM
105659,47,3891.01,BA,0.1378,LOW
105660,57,3461.24,SP,0.6834,HIGH
105661,27,3024.89,SC,0.5779,MEDIUM
105662,32,4723.28,SP,0.6526,HIGH
105663,64,2255.3,RS,0.4384,MEDIUM
105664,43,3982.14,MG,0.6035,MEDIUM
105665,48,5380.39,BA,0.375,MEDIUM
105666,44,3788.01,RJ,0.282,LOW
105667,31,2598.64,RJ,0.2436,LOW
105668,62,6886.57,BA,0.2724,LOW
105669,58,5963.2,SP,0.1754,LOW
105670,55,2548.02,SP,0.6866,HIGH
105671,38,2256.72,RJ,0.2889,LOW
105672,53,2659.56,PR,0.3041,LOW
105673,68,5456.54,SP,0.3921,MEDIUM
105674,53,4793.97,PR,0.1871,LOW
105675,45,6136.93,RJ,0.829,HIGH
105676,34,3591.37,SC,0.4179,MEDIUM
105677,47,2694.5,PE,0.6775,HIGH
105678,39,6528.2,MG,0.6294,MEDIUM
105679,51,3220.15,PR,0.2883,LOW
105680,23,4593.43,MG,0.1774,LOW
105681,30,1995.95,SP,0.3962,MEDIUM
105682,60,3194.96,BA,0.6005,MEDIUM
105683,40,6818.19,PE,0.0841,LOW
105684,42,2978.06,BA,0.2605,LOW
105685,48,6209.29,PE,0.4906,MEDIUM
105686,42,1400.0,MG,0.661,HIGH
105687,58,3210.98,SC,0.2397,LOW
105688,33,3868.37,SP,0.6443,MEDIUM
105689,58,9693.97,PE,0.3335,LOW
105690,31,2396.32,PR,0.6161,MEDIUM
105691,39,5795.96,SP,0.0386,LOW
105692,50,6975.55,BA,0.6083,MEDIUM
105693,65,2970.62,PR,0.3248,LOW
105694,32,3510.62,PE,0.5176,MEDIUM
105695,50,4495.45,RS,0.59,MEDIUM
105696,24,2062.61,BA,0.3326,LOW
105697,24,3375.81,PR,0.2927,LOW
105698,59,7749.42,MG,0.303,LOW
105699,56,5397.62,RS,0.4252,MEDIUM
105700,39,3895.59,SP,0.787,HIGH
105701,52,4434.25,SP,0.4145,MEDIUM
105702,40,5550.67,PE,0.6309,MEDIUM
105703,34,6085.09,PE,0.49,MEDIUM
105704,42,3215.57,PE,0.1845,LOW
105705,36,8773.63,SP,0.1133,LOW
105706,61,7900.54,SP,0.7778,HIGH
105707,41,5813.42,PE,0.8863,HIGH
105708,37,2802.37,SP,0.1633,LOW
105709,47,2573.78,MG,0.2764,LOW
105710,58,3590.58,RJ,0.3787,MEDIUM
105711,34,4324.31,BA,0.2711,LOW
105712,67,1797.16,MG,0.6944,HIGH
105713,44,5325.66,SP,0.3426,LOW
105714,54,7791.76,MG,0.3576,MEDIUM
105715,68,5538.88,SP,0.1879,LOW
105716,42,3036.12,RS,0.0279,LOW
105717,30,2868.45,PR,0.7819,HIGH
105718,58,4850.17,PR,0.2847,LOW
105719,21,3902.04,MG,0.7674,HIGH
105720,43,5195.25,SP,0.2415,LOW
105721,69,5606.41,SP,0.1897,LOW
105722,41,7093.59,PE,0.5754,MEDIUM
105723,55,2439.19,RJ,0.3869,MEDIUM
105724,47,4671.41,MG,0.5466,MEDIUM
105725,31,3527.6,RJ,0.0974,LOW
105726,36,4005.79,PE,0.5379,MEDIUM
105727,47,6359.82,BA,0.44,MEDIUM
105728,26,6700.52,SP,0.6676,HIGH
105729,41,8218.09,PR,0.7734,HIGH
105730,41,5151.91,MG,0.7537,HIGH
105731,62,3983.96,BA,0.6836,HIGH
105732,27,3719.92,PE,0.1888,LOW
105733,63,1826.5,RS,0.0856,LOW
105734,41,7989.73,BA,0.4218,MEDIUM
105735,53,3598.7,MG,0.332,LOW
105736,48,5354.38,RJ,0.5558,MEDIUM
105737,35,5818.27,SC,0.5099,MEDIUM
105738,67,2310.2,RS,0.6107,MEDIUM
105739,32,2696.29,SP,0.6919,HIGH
105740,22,8825.58,MG,0.3893,MEDIUM
105741,58,4828.3,SP,0.5008,MEDIUM
105742,52,3178.48,SP,0.2272,LOW
105743,65,3952.85,PE,0.2423,LOW
105744,43,7074.37,SP,0.3883,MEDIUM
105745,21,6576.85,BA,0.6714,HIGH
105746,22,2077.92,RJ,0.2627,LOW
105747,42,9203.1,SC,0.7978,HIGH
105748,33,6678.11,PE,0.499,MEDIUM
105749,67,3903.59,RS,0.3406,LOW
105750,26,2370.4,BA,0.3828,MEDIUM
105751,65,6965.77,SP,0.2247,LOW
105752,31,5279.17,RJ,0.4003,MEDIUM
105753,26,2086.19,RS,0.188,LOW
105754,34,3757.25,RS,0.7114,HIGH
105755,28,18833.69,BA,0.1145,LOW
105756,41,4233.4,RS,0.7196,HIGH
105757,37,2941.56,SP,0.671,HIGH
105758,47,2588.31,SP,0.3572,MEDIUM
105759,47,9832.49,PE,0.6456,MEDIUM
105760,21,6309.2,PR,0.228,LOW
105761,27,8253.65,RS,0.1669,LOW
105762,29,4731.36,PR,0.6101,MEDIUM
105763,30,7667.68,PE,0.2907,LOW
105764,25,2795.16,BA,0.1508,LOW
105765,36,4540.91,SP,0.5163,MEDIUM
105766,48,4820.46,PE,0.7498,HIGH
105767,36,8155.23,RJ,0.4039,MEDIUM
105768,37,4894.58,MG,0.311,LOW
105769,44,3110.67,BA,0.3728,MEDIUM
105770,48,4331.18,RJ,0.3769,MEDIUM
105771,37,1878.37,SP,0.2017,LOW
105772,32,1400.0,SC,0.1225,LOW
105773,41,6259.68,PE,0.4431,MEDIUM
105774,22,3508.57,SP,0.0268,LOW
105775,45,3704.71,SC,0.3835,MEDIUM
105776,68,6258.49,MG,0.6194,MEDIUM
105777,40,8212.44,RJ,0.3359,LOW
105778,26,5428.37,RS,0.3798,MEDIUM
105779,56,10596.88,PR,0.5459,MEDIUM
105780,27,5346.14,BA,0.0965,LOW
105781,30,4855.67,RS,0.7428,HIGH
105782,28,4713.69,PE,0.3271,LOW
105783,65,2266.07,BA,0.3429,LOW
105784,70,6645.66,SP,0.4686,MEDIUM
105785,49,1400.0,RS,0.5116,MEDIUM
105786,51,3169.85,SC,0.6788,HIGH
105787,53,4246.48,SP,0.308,LOW
105788,51,2874.84,PR,0.1812,LOW
105789,48,3381.24,RS,0.4458,MEDIUM
105790,70,10155.19,SP,0.7008,HIGH
105791,57,7135.03,MG,0.5409,MEDIUM
105792,25,3021.9,PR,0.0988,LOW
105793,40,3352.45,RJ,0.0942,LOW
105794,69,2275.32,BA,0.6973,HIGH
105795,41,5891.33,SP,0.5684,MEDIUM
105796,31,3725.53,RS,0.6277,MEDIUM
105797,64,1634.24,RS,0.6071,MEDIUM
105798,52,4408.17,MG,0.3709,MEDIUM
105799,49,5185.13,PR,0.2633,LOW
105800,42,6668.48,SP,0.3065,LOW
105801,27,4054.69,SP,0.5959,MEDIUM
105802,40,3512.06,PR,0.1686,LOW
105803,42,10897.04,SP,0.5514,MEDIUM
105804,67,4213.3,BA,0.8204,HIGH
105805,36,5932.67,PR,0.4101,MEDIUM
105806,28,3241.72,SP,0.3611,MEDIUM
105807,42,5848.83,RJ,0.2704,LOW
105808,70,2088.37,BA,0.5942,MEDIUM
105809,45,3364.54,SP,0.5048,MEDIUM
105810,39,2351.64,RS,0.172,LOW
105811,54,3141.49,SP,0.4017,MEDIUM
105812,53,7654.63,PE,0.425,MEDIUM
105813,35,3130.42,MG,0.1874,LOW
105814,69,5928.95,MG,0.271,LOW
105815,50,8700.42,PR,0.1795,LOW
105816,23,4144.77,RJ,0.1544,LOW
105817,41,6767.24,RS,0.4732,MEDIUM
105818,67,5419.51,SP,0.4133,MEDIUM
105819,40,4441.42,SP,0.036,LOW
105820,49,6020.9,SP,0.4603,MEDIUM
105821,51,10157.93,SC,0.527,MEDIUM
105822,56,3093.17,PE,0.1241,LOW
105823,64,2650.29,SP,0.4474,MEDIUM
105824,28,2576.64,BA,0.9174,HIGH
105825,46,6769.38,BA,0.725,HIGH
105826,47,7222.35,SP,0.3986,MEDIUM
105827,28,3245.62,SP,0.2356,LOW
105828,54,1506.51,RJ,0.3748,MEDIUM
105829,26,3038.01,SP,0.1601,LOW
105830,43,5463.31,RS,0.7338,HIGH
105831,37,4067.62,MG,0.2778,LOW
105832,28,4579.78,RJ,0.5042,MEDIUM
105833,62,3267.02,RS,0.292,LOW
105834,33,6833.57,SP,0.529,MEDIUM
105835,33,4952.12,BA,0.6225,MEDIUM
105836,63,5565.5,SC,0.4287,MEDIUM
105837,64,4533.24,RJ,0.5335,MEDIUM
105838,22,5402.06,PR,0.404,MEDIUM
105839,34,5234.12,SP,0.6474,MEDIUM
105840,56,2690.18,PE,0.4219,MEDIUM
105841,59,5023.64,MG,0.2761,LOW
105842,70,6141.13,PE,0.3236,LOW
105843,48,7312.26,PE,0.7381,HIGH
105844,21,5128.51,PR,0.6859,HIGH
105845,64,2642.6,RS,0.4885,MEDIUM
105846,29,2845.25,PR,0.1382,LOW
105847,27,3408.3,SP,0.3912,MEDIUM
105848,54,4599.87,PE,0.3392,LOW
105849,51,3960.66,MG,0.3622,MEDIUM
105850,23,2449.03,PE,0.3181,LOW
105851,29,2442.0,SC,0.3495,LOW
105852,50,1533.87,SP,0.5701,MEDIUM
105853,33,1400.0,RJ,0.3763,MEDIUM
105854,55,3942.56,SP,0.1816,LOW
105855,41,12791.68,SP,0.7358,HIGH
105856,50,9949.66,RS,0.2138,LOW
105857,44,2626.19,SP,0.2811,LOW
105858,39,4513.34,PE,0.3698,MEDIUM
105859,38,2079.41,MG,0.3026,LOW
105860,55,2237.3,MG,0.3758,MEDIUM
105861,46,2363.86,SP,0.2019,LOW
105862,50,3769.13,SP,0.1621,LOW
105863,49,3847.81,PR,0.0865,LOW
105864,31,4741.63,RJ,0.1389,LOW
105865,66,5774.37,PR,0.2044,LOW
105866,49,3572.91,PR,0.3108,LOW
105867,56,4273.62,SP,0.1135,LOW
105868,65,2484.46,MG,0.6111,MEDIUM
105869,67,2202.79,RJ,0.5041,MEDIUM
105870,54,2045.37,SP,0.1338,LOW
105871,60,5735.78,RS,0.3762,MEDIUM
105872,44,3571.15,SP,0.3967,MEDIUM
105873,57,1710.78,SP,0.3841,MEDIUM
105874,37,4074.72,PR,0.2383,LOW
105875,56,2306.31,MG,0.7076,HIGH
105876,25,9319.1,PE,0.4489,MEDIUM
105877,66,3181.17,BA,0.1188,LOW
105878,33,5825.28,RS,0.2889,LOW
105879,53,7083.63,MG,0.8498,HIGH
105880,21,2655.73,MG,0.6036,MEDIUM
105881,28,4356.14,SP,0.5105,MEDIUM
105882,70,5478.05,BA,0.0185,LOW
105883,62,4439.52,MG,0.6505,HIGH
105884,32,4994.88,RJ,0.1306,LOW
105885,27,2218.57,PR,0.2684,LOW
105886,61,5479.54,RS,0.701,HIGH
105887,70,3325.85,MG,0.5893,MEDIUM
105888,29,4967.03,SP,0.2616,LOW
105889,54,6531.78,PE,0.2568,LOW
105890,35,5789.89,SP,0.2604,LOW
105891,58,4965.28,PE,0.5285,MEDIUM
105892,41,5716.21,MG,0.4858,MEDIUM
105893,27,5844.62,PE,0.0971,LOW
105894,37,8610.01,PE,0.5928,MEDIUM
105895,47,4131.91,RJ,0.4638,MEDIUM
105896,60,4543.89,BA,0.7866,HIGH
105897,22,6569.76,SP,0.3139,LOW
105898,68,3319.12,SP,0.5041,MEDIUM
105899,53,2212.57,RJ,0.6944,HIGH
105900,64,5321.92,PR,0.3112,LOW
105901,67,3804.53,SP,0.6281,MEDIUM
105902,28,2352.48,MG,0.5608,MEDIUM
105903,25,5340.64,PE,0.4439,MEDIUM
105904,59,8348.05,BA,0.4989,MEDIUM
105905,30,1920.93,SP,0.4419,MEDIUM
105906,28,6860.64,MG,0.2315,LOW
105907,44,1400.0,SP,0.2758,LOW
105908,66,3465.81,SP,0.5313,MEDIUM
105909,60,10160.75,PE,0.3598,MEDIUM
105910,46,3587.62,PE,0.1068,LOW
105911,30,4385.29,SP,0.2796,LOW
105912,37,6057.28,SP,0.1581,LOW
105913,55,1842.6,RJ,0.5419,MEDIUM
105914,28,4347.89,MG,0.0597,LOW
105915,47,4331.47,SP,0.2698,LOW
105916,21,10267.65,SP,0.5464,MEDIUM
105917,37,2320.84,MG,0.3979,MEDIUM
105918,33,3497.14,SP,0.6752,HIGH
105919,55,2689.82,BA,0.3602,MEDIUM
105920,66,2556.32,RS,0.3635,MEDIUM
105921,28,7215.55,PR,0.2371,LOW
105922,60,4254.07,MG,0.03,LOW
105923,53,3216.88,BA,0.1386,LOW
105924,69,3275.66,SP,0.219,LOW
105925,66,3205.08,PE,0.2441,LOW
105926,26,3345.64,SP,0.3841,MEDIUM
105927,58,2289.08,PE,0.7818,HIGH
105928,50,3709.49,SP,0.1104,LOW
105929,26,3534.83,BA,0.402,MEDIUM
105930,33,2919.29,SP,0.4397,MEDIUM
105931,67,4524.5,BA,0.7073,HIGH
105932,48,4712.56,PR,0.2416,LOW
105933,37,3215.21,SP,0.7236,HIGH
105934,37,3919.25,RS,0.1593,LOW
105935,62,11836.93,SP,0.2783,LOW
105936,35,11621.91,PR,0.4448,MEDIUM
105937,28,2532.28,RJ,0.6614,HIGH
105938,49,2707.84,RS,0.1794,LOW
105939,70,2525.83,BA,0.6486,MEDIUM
105940,30,6975.96,MG,0.5903,MEDIUM
105941,33,3468.74,RS,0.3135,LOW
105942,44,4712.07,PE,0.525,MEDIUM
105943,30,10953.17,SC,0.5651,MEDIUM
105944,53,4178.96,RJ,0.6628,HIGH
105945,33,5894.88,MG,0.1928,LOW
105946,27,5391.84,SP,0.3886,MEDIUM
105947,34,3166.86,MG,0.3353,LOW
105948,67,6983.02,SP,0.1222,LOW
105949,67,2793.31,BA,0.5045,MEDIUM
105950,46,7990.29,PR,0.3931,MEDIUM
105951,41,3168.02,SC,0.2212,LOW
105952,61,3338.96,SP,0.2915,LOW
105953,30,2490.82,SP,0.451,MEDIUM
105954,53,2695.11,RS,0.367,MEDIUM
105955,55,3422.04,PR,0.3544,MEDIUM
105956,56,1400.0,PE,0.576,MEDIUM
105957,31,3754.99,PR,0.4981,MEDIUM
105958,56,3291.22,SP,0.3085,LOW
105959,51,6136.72,SC,0.2738,LOW
105960,64,5145.46,SC,0.4796,MEDIUM
105961,29,2990.43,SP,0.2694,LOW
105962,51,3370.23,SC,0.5828,MEDIUM
105963,62,3752.67,SP,0.5605,MEDIUM
105964,34,8570.65,SP,0.7803,HIGH
105965,58,2830.29,SP,0.2878,LOW
105966,25,2973.08,PR,0.1876,LOW
105967,56,2443.34,RS,0.5373,MEDIUM
105968,51,2062.06,SP,0.103,LOW
105969,30,4866.85,BA,0.2322,LOW
105970,24,4629.64,RS,0.6949,HIGH
105971,58,7774.2,RJ,0.5545,MEDIUM
105972,33,6923.77,SP,0.0655,LOW
105973,45,13272.58,SP,0.2568,LOW
105974,24,4053.68,SP,0.3551,MEDIUM
105975,69,3706.29,PE,0.5093,MEDIUM
105976,48,2250.1,BA,0.497,MEDIUM
105977,67,5867.58,SP,0.6028,MEDIUM
105978,29,4445.89,MG,0.26,LOW
105979,31,5741.34,SP,0.335,LOW
105980,51,2431.01,SP,0.2814,LOW
105981,51,4972.16,RJ,0.3295,LOW
105982,60,4634.74,SP,0.609,MEDIUM
105983,67,4489.86,SP,0.4701,MEDIUM
105984,62,3025.62,RJ,0.1773,LOW
105985,28,7433.23,RJ,0.3604,MEDIUM
105986,36,11237.23,MG,0.3488,LOW
105987,66,2464.82,MG,0.7514,HIGH
105988,48,5935.18,RJ,0.3506,MEDIUM
105989,64,1400.0,MG,0.6866,HIGH
105990,49,5789.33,RJ,0.259,LOW
105991,23,1711.57,PE,0.6181,MEDIUM
105992,44,3264.48,SP,0.4902,MEDIUM
105993,62,2236.32,PR,0.1152,LOW
105994,53,3787.06,SP,0.4402,MEDIUM
105995,27,6282.11,RJ,0.3856,MEDIUM
105996,31,1722.15,PR,0.4603,MEDIUM
105997,63,3534.37,RS,0.425,MEDIUM
105998,69,3282.7,PE,0.1528,LOW
105999,58,8970.92,MG,0.2432,LOW
106000,25,5167.19,SP,0.6535,HIGH
106001,51,2386.96,BA,0.2074,LOW
106002,62,3349.67,SP,0.8817,HIGH
106003,53,8864.15,MG,0.5395,MEDIUM
106004,50,5917.89,BA,0.6083,MEDIUM
106005,44,2702.92,RJ,0.4731,MEDIUM
106006,33,3694.67,PR,0.5946,MEDIUM
106007,35,3751.79,SP,0.4759,MEDIUM
106008,58,3244.15,SP,0.3489,LOW
106009,24,1848.15,PE,0.2275,LOW
106010,25,3033.83,SP,0.6805,HIGH
106011,40,8181.7,RJ,0.2407,LOW
106012,59,3497.8,MG,0.2355,LOW
106013,53,3996.91,RJ,0.7254,HIGH
106014,50,4493.07,SP,0.6927,HIGH
106015,47,12179.97,SP,0.1958,LOW
106016,26,4217.93,MG,0.1939,LOW
106017,37,7100.59,MG,0.4865,MEDIUM
106018,24,3151.75,BA,0.1268,LOW
106019,58,3708.3,RJ,0.6137,MEDIUM
106020,58,4225.38,PE,0.1192,LOW
106021,33,2896.49,SP,0.6732,HIGH
106022,35,3808.75,RJ,0.4578,MEDIUM
106023,36,6432.41,PE,0.4154,MEDIUM
106024,65,2860.25,BA,0.4793,MEDIUM
106025,45,4200.18,RJ,0.2333,LOW
106026,59,5901.91,RJ,0.1919,LOW
106027,43,2827.35,BA,0.5093,MEDIUM
106028,55,7105.6,SP,0.2514,LOW
106029,47,4349.53,SP,0.4043,MEDIUM
106030,34,3879.96,PR,0.2258,LOW
106031,64,1601.87,BA,0.4228,MEDIUM
106032,56,3510.47,PR,0.5464,MEDIUM
106033,59,5020.1,MG,0.4262,MEDIUM
106034,68,9707.03,PE,0.2048,LOW
106035,33,5516.1,SP,0.2353,LOW
106036,25,7211.44,RS,0.4345,MEDIUM
106037,50,2350.7,SP,0.4234,MEDIUM
106038,37,3951.95,RS,0.4688,MEDIUM
106039,42,7546.19,PR,0.2938,LOW
106040,32,2742.78,SP,0.3568,MEDIUM
106041,40,6675.15,PR,0.3442,LOW
106042,40,5971.97,BA,0.6911,HIGH
106043,38,4792.02,MG,0.2568,LOW
106044,58,3586.97,SP,0.7635,HIGH
106045,50,2616.04,SP,0.3846,MEDIUM
106046,44,9847.98,SC,0.1258,LOW
106047,26,5688.11,SC,0.0745,LOW
106048,49,4946.01,RJ,0.8254,HIGH
106049,29,3444.97,SP,0.8915,HIGH
106050,36,4277.05,RS,0.0868,LOW
106051,41,4545.55,RJ,0.1356,LOW
106052,28,5088.71,SP,0.5121,MEDIUM
106053,40,5974.9,RJ,0.2935,LOW
106054,34,2884.92,PR,0.5839,MEDIUM
106055,63,2077.4,PE,0.8577,HIGH
106056,63,4373.39,PR,0.7244,HIGH
106057,21,1815.61,SP,0.5846,MEDIUM
106058,51,3595.66,BA,0.1978,LOW
106059,53,3289.3,SP,0.1456,LOW
106060,39,5318.14,PE,0.3499,LOW
106061,44,10877.88,RJ,0.6792,HIGH
106062,60,1651.5,PE,0.3707,MEDIUM
106063,39,12512.06,BA,0.3272,LOW
106064,24,3755.45,BA,0.2529,LOW
106065,39,4963.11,SP,0.6104,MEDIUM
106066,33,2129.67,BA,0.4332,MEDIUM
106067,40,6777.33,RS,0.6974,HIGH
106068,32,4284.45,RJ,0.1534,LOW
106069,28,4077.89,MG,0.7292,HIGH
106070,70,1657.22,SC,0.3102,LOW
106071,27,4351.44,PE,0.5401,MEDIUM
106072,56,6303.36,RS,0.173,LOW
106073,56,3749.68,MG,0.5442,MEDIUM
106074,51,7379.46,SC,0.1495,LOW
106075,66,7234.59,SP,0.3973,MEDIUM
106076,21,3087.49,MG,0.4192,MEDIUM
106077,36,9031.69,BA,0.3453,LOW
106078,30,4292.31,PR,0.085,LOW
106079,49,4301.49,RS,0.6823,HIGH
106080,52,4404.36,MG,0.2332,LOW
106081,65,4342.09,RJ,0.4639,MEDIUM
106082,39,1400.0,RS,0.4717,MEDIUM
106083,32,3842.19,SP,0.5254,MEDIUM
106084,67,2182.32,PE,0.461,MEDIUM
106085,54,9168.06,PE,0.3655,MEDIUM
106086,59,8992.62,PE,0.2411,LOW
106087,43,6321.87,PE,0.7111,HIGH
106088,43,3745.74,MG,0.2239,LOW
106089,40,2588.91,MG,0.3439,LOW
106090,58,3063.16,BA,0.3713,MEDIUM
106091,31,10671.24,SP,0.3384,LOW
106092,69,3012.68,BA,0.2803,LOW
106093,29,1400.0,SP,0.4367,MEDIUM
106094,44,6886.51,BA,0.1213,LOW
106095,36,8630.7,PR,0.574,MEDIUM
106096,53,9313.9,BA,0.2862,LOW
106097,55,6913.61,MG,0.3984,MEDIUM
106098,66,7476.87,PR,0.1603,LOW
106099,60,4308.08,PE,0.1987,LOW
106100,33,1550.32,RJ,0.3691,MEDIUM
106101,31,4256.59,SP,0.0626,LOW
106102,65,5660.09,SP,0.6487,MEDIUM
106103,45,3935.96,PR,0.6678,HIGH
106104,25,3850.81,PR,0.4411,MEDIUM
106105,62,2644.04,PR,0.5625,MEDIUM
106106,53,2596.72,SP,0.2303,LOW
106107,22,10149.21,SP,0.199,LOW
106108,60,10327.09,PE,0.1485,LOW
106109,51,4194.67,SC,0.1142,LOW
106110,51,4807.69,SP,0.3546,MEDIUM
106111,64,2622.88,SP,0.2634,LOW
106112,45,5717.44,SP,0.3496,LOW
106113,44,9773.91,BA,0.3204,LOW
106114,51,2015.88,RS,0.1596,LOW
106115,30,5247.48,SC,0.4957,MEDIUM
106116,28,5440.2,SC,0.3053,LOW
106117,63,5410.47,BA,0.2137,LOW
106118,31,9240.88,RJ,0.3026,LOW
106119,46,11160.42,RJ,0.4827,MEDIUM
106120,34,3754.71,MG,0.6947,HIGH
106121,32,5802.03,PE,0.4663,MEDIUM
106122,50,4373.29,PR,0.5172,MEDIUM
106123,61,3100.83,PR,0.1416,LOW
106124,43,4783.04,BA,0.7448,HIGH
106125,27,5797.37,SP,0.534,MEDIUM
106126,33,4660.91,RJ,0.5527,MEDIUM
106127,29,2751.42,SC,0.26,LOW
106128,65,3362.13,PE,0.2329,LOW
106129,36,3374.51,SP,0.3417,LOW
106130,39,2803.06,MG,0.1797,LOW
106131,24,4882.14,PE,0.3084,LOW
106132,43,5133.45,RS,0.4952,MEDIUM
106133,66,6721.11,PR,0.0644,LOW
106134,41,2782.71,SP,0.3151,LOW
106135,53,3183.22,SP,0.1393,LOW
106136,30,8857.62,RJ,0.3598,MEDIUM
106137,28,3881.13,SP,0.1779,LOW
106138,57,4261.19,BA,0.7923,HIGH
106139,24,3861.42,RS,0.0266,LOW
106140,43,7235.06,BA,0.4894,MEDIUM
106141,36,7370.99,SP,0.4944,MEDIUM
106142,21,7166.55,RJ,0.3216,LOW
106143,47,4253.9,RS,0.3287,LOW
106144,69,2763.0,SP,0.5609,MEDIUM
106145,24,10582.34,SP,0.4934,MEDIUM
106146,61,6335.15,RJ,0.0954,LOW
106147,47,3373.29,SP,0.364,MEDIUM
106148,57,8318.8,SP,0.6438,MEDIUM
106149,25,3247.85,RJ,0.5103,MEDIUM
106150,64,8266.59,BA,0.2582,LOW
106151,21,8539.15,SP,0.4669,MEDIUM
106152,66,2698.71,PR,0.3681,MEDIUM
106153,53,5552.95,PR,0.097,LOW
106154,37,6113.72,PR,0.4041,MEDIUM
106155,21,14735.23,MG,0.235,LOW
106156,51,2941.09,SP,0.7097,HIGH
106157,25,8353.71,SP,0.5987,MEDIUM
106158,51,4235.12,MG,0.2698,LOW
106159,59,2314.58,PE,0.0947,LOW
106160,34,3964.94,RJ,0.3366,LOW
106161,32,4204.97,MG,0.3091,LOW
106162,32,2526.46,PE,0.0751,LOW
106163,32,4878.94,RS,0.3981,MEDIUM
106164,26,6651.44,RS,0.6085,MEDIUM
106165,33,4708.74,MG,0.4037,MEDIUM
106166,53,3238.14,PE,0.7162,HIGH
106167,36,3911.1,PR,0.619,MEDIUM
106168,60,4190.85,SC,0.6123,MEDIUM
106169,61,4661.79,RS,0.3787,MEDIUM
106170,59,7154.94,RJ,0.7011,HIGH
106171,47,4785.62,PE,0.4474,MEDIUM
106172,36,2142.11,PE,0.2286,LOW
106173,67,3206.47,PR,0.2431,LOW
106174,31,4548.4,SP,0.0595,LOW
106175,44,7204.2,RS,0.5469,MEDIUM
106176,43,7830.69,RJ,0.566,MEDIUM
106177,58,9844.7,PR,0.6492,MEDIUM
106178,48,4471.75,SP,0.4429,MEDIUM
106179,60,6058.56,BA,0.2753,LOW
106180,66,2089.54,PE,0.4591,MEDIUM
106181,40,5162.53,SP,0.477,MEDIUM
106182,64,2506.68,RS,0.1903,LOW
106183,29,4075.79,BA,0.3338,LOW
106184,66,17982.64,SP,0.4568,MEDIUM
106185,29,4858.8,SP,0.8487,HIGH
106186,63,2774.45,RJ,0.4449,MEDIUM
106187,40,5108.08,BA,0.3292,LOW
106188,69,3276.87,MG,0.6678,HIGH
106189,27,2648.32,SP,0.9069,HIGH
106190,44,11525.84,SP,0.6132,MEDIUM
106191,66,7008.71,MG,0.4231,MEDIUM
106192,23,4957.7,SP,0.6806,HIGH
106193,34,3479.92,SC,0.5517,MEDIUM
106194,25,3617.94,SP,0.1998,LOW
106195,37,8806.37,RS,0.2761,LOW
106196,40,4865.85,RS,0.4263,MEDIUM
106197,51,1400.0,BA,0.1544,LOW
106198,33,13425.22,SP,0.3411,LOW
106199,28,4585.75,PR,0.4582,MEDIUM
106200,29,4952.55,RS,0.4875,MEDIUM
106201,67,7075.92,MG,0.2998,LOW
106202,68,5251.31,SP,0.1516,LOW
106203,32,6011.06,SP,0.6401,MEDIUM
106204,30,3427.04,PR,0.4801,MEDIUM
106205,23,2327.47,MG,0.2503,LOW
106206,68,4804.71,PE,0.442,MEDIUM
106207,56,8349.98,BA,0.3333,LOW
106208,59,3077.57,RS,0.1835,LOW
106209,35,2961.31,PE,0.3806,MEDIUM
106210,53,7547.18,SC,0.7718,HIGH
106211,23,3372.34,SP,0.3282,LOW
106212,54,3448.76,SP,0.3914,MEDIUM
106213,49,3511.26,BA,0.1141,LOW
106214,37,4071.02,RJ,0.2911,LOW
106215,56,1973.36,PE,0.5217,MEDIUM
106216,53,3242.04,SP,0.1419,LOW
106217,42,4691.07,SP,0.5123,MEDIUM
106218,30,4675.04,RS,0.0663,LOW
106219,22,7322.28,BA,0.5189,MEDIUM
106220,67,10155.27,BA,0.2154,LOW
106221,35,8680.48,SP,0.8942,HIGH
106222,36,6515.07,RJ,0.1478,LOW
106223,55,3910.6,SC,0.2099,LOW
106224,33,3114.32,PE,0.5113,MEDIUM
106225,39,4236.2,SP,0.5474,MEDIUM
106226,56,5563.14,PR,0.4162,MEDIUM
106227,50,6231.49,SP,0.1025,LOW
106228,53,5664.2,RS,0.4915,MEDIUM
106229,21,3962.68,SP,0.1897,LOW
106230,43,6127.45,PE,0.3709,MEDIUM
106231,44,7692.94,SP,0.5245,MEDIUM
106232,52,6408.09,SC,0.3325,LOW
106233,28,4135.96,RS,0.2858,LOW
106234,28,2814.65,SP,0.471,MEDIUM
106235,59,2782.78,SP,0.52,MEDIUM
106236,54,3028.6,PR,0.8607,HIGH
106237,61,4751.6,SC,0.6846,HIGH
106238,34,5390.24,RS,0.4507,MEDIUM
106239,70,2129.97,PR,0.6556,HIGH
106240,34,3297.51,SP,0.3397,LOW
106241,53,4720.25,PE,0.1101,LOW
106242,29,2727.1,SP,0.7809,HIGH
106243,66,5172.51,PR,0.3053,LOW
106244,37,3623.78,PE,0.5319,MEDIUM
