contract_id,customer_id,product,origination_date,contract_value,term_months,installment_value
C006647,108313,Payroll Loan,2025-03-08,6115.84,17,359.76
C006648,103944,Credit Card,2026-02-26,8468.26,18,470.46
C006649,101198,Personal Loan,2025-10-18,18045.09,18,1002.5
C006650,105656,Credit Card,2025-11-16,1993.1,13,153.32
C006651,105951,Payroll Loan,2026-03-26,16624.06,41,405.46
C006652,106174,Payroll Loan,2025-05-16,13264.01,19,698.11
C006653,107853,Personal Loan,2025-11-12,5553.05,25,222.12
C006654,103763,Credit Card,2025-04-10,6846.74,6,1141.12
C006655,103296,Personal Loan,2026-03-19,8834.57,15,588.97
C006656,101565,Credit Card,2025-03-07,4007.26,10,400.73
C006657,109701,Personal Loan,2025-04-14,9120.84,18,506.71
C006658,103202,Payroll Loan,2025-07-24,24955.12,47,530.96
C006659,109574,Credit Card,2025-10-11,10109.94,16,631.87
C006660,105090,Personal Loan,2025-05-25,2617.59,24,109.07
C006661,109480,Credit Card,2025-10-27,7817.99,7,1116.86
C006662,105462,Vehicle Finance,2026-04-07,32195.37,32,1006.11
C006663,109429,Payroll Loan,2025-03-09,9184.94,15,612.33
C006664,108412,Credit Card,2026-05-18,3967.66,21,188.94
C006665,100588,Personal Loan,2026-01-08,12903.64,12,1075.3
C006666,100532,Credit Card,2025-11-27,2781.55,21,132.45
C006667,101526,Payroll Loan,2025-11-16,9525.96,40,238.15
C006668,105363,Credit Card,2025-12-23,3386.29,18,188.13
C006669,101572,Payroll Loan,2025-07-28,13854.38,15,923.63
C006670,101853,Personal Loan,2025-10-20,12938.45,12,1078.2
C006671,102329,Personal Loan,2025-01-24,10590.69,16,661.92
C006672,108834,Payroll Loan,2025-03-02,11249.61,14,803.54
C006673,103035,Vehicle Finance,2025-10-25,25907.3,24,1079.47
C006674,106857,Payroll Loan,2026-04-14,15715.36,21,748.35
C006675,103597,Payroll Loan,2025-01-03,5291.95,39,135.69
C006676,102707,Credit Card,2025-01-22,2164.99,22,98.41
C006677,101371,Credit Card,2025-09-28,3715.89,22,168.9
C006678,105812,Credit Card,2026-01-04,6631.95,8,828.99
C006679,105546,Vehicle Finance,2026-04-01,62770.99,24,2615.46
C006680,108658,Vehicle Finance,2025-04-01,41488.86,59,703.2
C006681,108446,Payroll Loan,2026-05-23,13016.31,32,406.76
C006682,101456,Vehicle Finance,2026-03-02,17910.75,56,319.83
C006683,105627,Personal Loan,2026-01-14,4472.56,20,223.63
C006684,103175,Personal Loan,2025-12-22,10713.85,21,510.18
C006685,106110,Vehicle Finance,2026-06-24,23873.56,56,426.31
C006686,104781,Vehicle Finance,2025-05-15,33299.64,30,1109.99
C006687,103616,Vehicle Finance,2026-05-22,16778.16,37,453.46
C006688,102489,Credit Card,2026-03-01,5337.32,11,485.21
C006689,104849,Payroll Loan,2026-02-24,6584.35,34,193.66
C006690,101335,Vehicle Finance,2026-03-05,28260.04,27,1046.67
C006691,104787,Payroll Loan,2025-01-05,15363.73,29,529.78
C006692,101910,Credit Card,2025-09-30,3492.24,15,232.82
C006693,101867,Payroll Loan,2025-12-14,24411.62,38,642.41
C006694,103318,Vehicle Finance,2025-10-27,64013.24,60,1066.89
C006695,107874,Vehicle Finance,2026-05-30,74983.62,43,1743.81
C006696,107598,Personal Loan,2025-02-27,14070.45,20,703.52
C006697,109368,Credit Card,2026-05-23,1749.47,13,134.57
C006698,109829,Personal Loan,2025-08-22,9862.0,34,290.06
C006699,102051,Vehicle Finance,2025-09-05,41785.46,46,908.38
C006700,102154,Vehicle Finance,2025-12-27,23383.25,26,899.36
C006701,109503,Payroll Loan,2026-03-17,2750.0,12,229.17
C006702,108134,Credit Card,2025-02-07,7072.5,6,1178.75
C006703,106489,Credit Card,2026-02-06,4712.48,17,277.2
C006704,104458,Personal Loan,2025-07-16,8543.55,22,388.34
C006705,102531,Personal Loan,2025-12-27,4379.3,31,141.27
C006706,101175,Vehicle Finance,2025-09-04,20877.87,57,366.28
C006707,109046,Personal Loan,2025-04-05,12236.98,34,359.91
C006708,105981,Personal Loan,2026-01-24,5998.34,36,166.62
C006709,100495,Payroll Loan,2026-01-30,27214.69,43,632.9
C006710,103912,Personal Loan,2025-07-21,3721.0,26,143.12
C006711,107577,Credit Card,2025-03-05,5431.88,11,493.81
C006712,103073,Credit Card,2026-05-21,4827.97,14,344.86
C006713,109224,Personal Loan,2025-06-28,9539.45,21,454.26
C006714,103715,Personal Loan,2026-03-15,4759.54,32,148.74
C006715,108169,Personal Loan,2025-07-11,8385.72,35,239.59
C006716,105117,Personal Loan,2025-10-01,5472.3,25,218.89
C006717,108085,Payroll Loan,2026-04-02,6427.94,42,153.05
C006718,104989,Payroll Loan,2026-01-24,11547.78,38,303.89
C006719,106686,Payroll Loan,2025-12-21,18310.59,20,915.53
C006720,103962,Vehicle Finance,2025-06-20,60571.89,41,1477.36
C006721,102153,Personal Loan,2025-03-02,3740.37,21,178.11
C006722,101080,Credit Card,2025-09-27,4893.9,6,815.65
C006723,104760,Personal Loan,2025-08-04,20739.06,18,1152.17
C006724,105172,Personal Loan,2025-11-09,6729.5,30,224.32
C006725,106596,Vehicle Finance,2025-09-27,46876.14,29,1616.42
C006726,108986,Personal Loan,2025-06-04,7156.49,35,204.47
C006727,109866,Personal Loan,2025-02-05,6916.98,22,314.41
C006728,103959,Vehicle Finance,2026-04-07,28707.03,56,512.63
C006729,100656,Credit Card,2025-02-14,5614.48,11,510.41
C006730,105418,Credit Card,2025-10-29,2777.12,6,462.85
C006731,108973,Personal Loan,2025-11-02,6595.23,29,227.42
C006732,106344,Personal Loan,2025-09-10,21000.0,33,636.36
C006733,105394,Personal Loan,2025-02-21,14151.88,31,456.51
C006734,104286,Personal Loan,2025-06-22,5325.2,15,355.01
C006735,109221,Credit Card,2025-09-13,10316.77,15,687.78
C006736,107951,Personal Loan,2026-04-30,4737.61,16,296.1
C006737,108468,Personal Loan,2026-06-13,21000.0,15,1400.0
C006738,100339,Credit Card,2025-06-18,3160.61,9,351.18
C006739,102803,Vehicle Finance,2026-01-04,31328.01,50,626.56
C006740,101176,Vehicle Finance,2025-03-09,32692.81,58,563.67
C006741,105489,Personal Loan,2025-09-14,6667.1,15,444.47
C006742,100273,Personal Loan,2025-02-17,4869.85,33,147.57
C006743,108403,Personal Loan,2025-08-18,5421.26,33,164.28
C006744,109384,Payroll Loan,2026-04-16,14141.72,25,565.67
C006745,108253,Credit Card,2025-02-23,5649.77,14,403.56
C006746,100971,Personal Loan,2025-06-24,9629.24,20,481.46
C006747,105095,Credit Card,2025-09-02,8179.38,16,511.21
C006748,108103,Payroll Loan,2025-12-20,14281.83,15,952.12
C006749,104106,Personal Loan,2026-01-07,6414.49,29,221.19
C006750,100954,Credit Card,2026-06-27,1676.03,11,152.37
C006751,107552,Vehicle Finance,2025-12-03,18616.99,35,531.91
C006752,104383,Credit Card,2025-05-24,6318.55,13,486.04
C006753,108575,Personal Loan,2026-02-27,3424.84,20,171.24
C006754,105438,Personal Loan,2025-12-12,8547.66,30,284.92
C006755,103619,Credit Card,2025-09-30,4318.83,23,187.78
C006756,107885,Vehicle Finance,2025-10-26,67394.62,50,1347.89
C006757,107560,Credit Card,2025-09-22,2807.35,18,155.96
C006758,101562,Credit Card,2025-02-06,3562.92,15,237.53
C006759,102587,Payroll Loan,2025-01-19,21453.46,17,1261.97
C006760,106500,Credit Card,2025-07-08,2962.46,22,134.66
C006761,109290,Payroll Loan,2026-01-11,22731.07,25,909.24
C006762,108685,Credit Card,2025-03-11,3666.26,11,333.3
C006763,101645,Credit Card,2025-09-04,2767.47,19,145.66
C006764,109487,Payroll Loan,2025-05-13,3409.16,26,131.12
C006765,104700,Vehicle Finance,2026-02-16,37967.62,32,1186.49
C006766,109834,Personal Loan,2026-04-15,5372.59,36,149.24
C006767,102341,Payroll Loan,2026-04-08,20188.53,17,1187.56
C006768,109273,Personal Loan,2025-06-30,21000.0,15,1400.0
C006769,105596,Personal Loan,2026-03-02,12684.7,24,528.53
C006770,103479,Credit Card,2025-01-16,3515.35,16,219.71
C006771,103429,Personal Loan,2025-06-10,6017.27,32,188.04
C006772,101968,Personal Loan,2026-04-30,5316.9,25,212.68
C006773,109925,Payroll Loan,2025-10-06,11085.68,37,299.61
C006774,104222,Vehicle Finance,2026-05-19,40811.42,55,742.03
C006775,106483,Vehicle Finance,2026-01-01,18421.65,26,708.53
C006776,102134,Personal Loan,2025-10-24,5550.95,28,198.25
C006777,103192,Vehicle Finance,2025-06-27,29213.85,26,1123.61
C006778,109281,Credit Card,2025-07-12,4815.49,10,481.55
C006779,100450,Payroll Loan,2025-02-06,33000.0,27,1222.22
C006780,104598,Vehicle Finance,2026-03-20,27223.15,51,533.79
C006781,105773,Vehicle Finance,2025-06-19,30005.04,28,1071.61
C006782,103099,Credit Card,2025-02-24,3933.61,20,196.68
C006783,105689,Personal Loan,2026-01-04,4062.15,13,312.47
C006784,109201,Credit Card,2025-12-01,4710.14,9,523.35
C006785,103556,Payroll Loan,2026-06-01,17154.09,30,571.8
C006786,102989,Personal Loan,2025-03-22,21000.0,18,1166.67
C006787,102440,Vehicle Finance,2026-03-04,41021.38,58,707.27
C006788,104968,Personal Loan,2026-04-15,14322.1,17,842.48
C006789,108851,Personal Loan,2025-04-09,3698.84,17,217.58
C006790,104586,Credit Card,2026-02-23,2883.08,19,151.74
C006791,106717,Personal Loan,2025-10-14,5739.79,30,191.33
C006792,108385,Personal Loan,2026-05-07,8010.73,15,534.05
C006793,101234,Vehicle Finance,2025-03-14,84745.63,45,1883.24
C006794,104849,Credit Card,2026-06-12,2255.17,20,112.76
C006795,109983,Personal Loan,2025-11-17,5113.71,13,393.36
C006796,103522,Credit Card,2026-03-12,2291.62,16,143.23
C006797,102881,Payroll Loan,2025-08-07,9246.0,17,543.88
C006798,101244,Personal Loan,2025-05-26,6738.3,15,449.22
C006799,101658,Personal Loan,2025-12-26,5164.0,28,184.43
C006800,105395,Credit Card,2025-12-04,2074.0,17,122.0
C006801,107701,Personal Loan,2026-03-28,10337.4,26,397.59
C006802,106657,Payroll Loan,2026-05-27,13335.18,12,1111.27
C006803,105539,Personal Loan,2025-08-13,7305.68,33,221.38
C006804,102586,Personal Loan,2025-04-14,5515.37,23,239.8
C006805,105180,Personal Loan,2026-03-26,14980.26,17,881.19
C006806,106643,Personal Loan,2025-04-15,6283.86,34,184.82
C006807,102250,Personal Loan,2026-05-05,11043.25,18,613.51
C006808,104621,Vehicle Finance,2026-02-13,76598.5,35,2188.53
C006809,105891,Personal Loan,2026-04-18,10922.99,29,376.65
C006810,100437,Vehicle Finance,2025-12-10,39411.49,50,788.23
C006811,106656,Vehicle Finance,2025-06-28,61028.16,53,1151.47
C006812,100441,Personal Loan,2025-09-04,10891.65,19,573.24
C006813,104357,Credit Card,2026-02-22,4954.89,23,215.43
C006814,100594,Personal Loan,2025-02-19,14048.57,20,702.43
C006815,102636,Credit Card,2025-01-24,3009.26,6,501.54
C006816,104154,Payroll Loan,2026-02-20,15808.6,20,790.43
C006817,101539,Payroll Loan,2026-01-28,12916.78,22,587.13
C006818,108200,Payroll Loan,2025-07-04,8063.71,20,403.19
C006819,108766,Vehicle Finance,2025-12-19,61174.09,49,1248.45
C006820,103223,Personal Loan,2026-05-12,13451.02,21,640.52
C006821,105616,Credit Card,2025-10-19,6566.39,8,820.8
C006822,106290,Payroll Loan,2025-11-22,10894.36,38,286.69
C006823,104800,Payroll Loan,2026-04-18,10507.92,30,350.26
C006824,108449,Vehicle Finance,2026-02-16,39854.31,45,885.65
C006825,108730,Credit Card,2025-06-07,4426.0,15,295.07
C006826,105599,Personal Loan,2025-04-09,6125.65,25,245.03
C006827,106847,Personal Loan,2025-01-18,11081.63,23,481.81
C006828,109236,Payroll Loan,2026-01-05,21399.92,21,1019.04
C006829,108677,Payroll Loan,2026-05-15,16839.53,23,732.15
C006830,103063,Credit Card,2026-06-13,8807.64,9,978.63
C006831,109344,Personal Loan,2025-06-11,5181.95,25,207.28
C006832,105090,Personal Loan,2025-05-03,7654.17,31,246.91
C006833,109379,Personal Loan,2026-04-27,8914.3,29,307.39
C006834,105451,Personal Loan,2026-02-09,7663.1,15,510.87
C006835,109780,Personal Loan,2025-06-02,5174.32,25,206.97
C006836,101752,Personal Loan,2025-08-11,6554.87,33,198.63
C006837,107797,Personal Loan,2025-04-03,8243.53,33,249.8
C006838,104995,Payroll Loan,2025-02-24,9269.04,43,215.56
C006839,101399,Personal Loan,2025-06-07,9550.08,32,298.44
C006840,106526,Personal Loan,2026-05-04,10773.38,25,430.94
C006841,105490,Vehicle Finance,2025-11-10,23178.76,38,609.97
C006842,100997,Credit Card,2025-08-26,4007.93,13,308.3
C006843,101515,Vehicle Finance,2026-02-12,17872.71,44,406.2
C006844,106417,Credit Card,2025-07-09,1602.71,15,106.85
C006845,109642,Credit Card,2025-04-25,2893.88,23,125.82
C006846,105253,Personal Loan,2026-03-09,14087.44,33,426.89
C006847,103814,Credit Card,2025-07-07,9645.64,17,567.39
C006848,103712,Personal Loan,2025-01-08,5406.18,35,154.46
C006849,107302,Credit Card,2025-01-28,1415.68,17,83.28
C006850,103814,Payroll Loan,2025-11-19,4220.8,33,127.9
C006851,105393,Personal Loan,2025-01-09,4851.41,34,142.69
C006852,108559,Personal Loan,2025-01-29,7872.85,29,271.48
C006853,107834,Payroll Loan,2025-05-17,9953.99,44,226.23
C006854,109634,Payroll Loan,2026-05-30,8455.01,18,469.72
C006855,107282,Vehicle Finance,2025-05-31,35435.65,40,885.89
C006856,103537,Personal Loan,2026-05-07,10180.85,22,462.77
C006857,100873,Credit Card,2025-09-22,3337.56,15,222.5
C006858,104587,Credit Card,2025-12-20,10873.7,11,988.52
C006859,103527,Vehicle Finance,2025-06-15,28158.53,24,1173.27
C006860,104822,Credit Card,2025-10-15,7014.65,9,779.41
C006861,109382,Personal Loan,2025-06-02,7094.93,12,591.24
C006862,106536,Credit Card,2026-03-02,1935.97,7,276.57
C006863,101579,Credit Card,2026-05-06,5911.17,10,591.12
C006864,102409,Personal Loan,2026-01-20,4700.4,25,188.02
C006865,101765,Vehicle Finance,2025-03-02,49868.49,51,977.81
C006866,103566,Vehicle Finance,2025-08-22,25833.43,30,861.11
C006867,109627,Vehicle Finance,2025-04-08,18627.18,27,689.9
C006868,101396,Vehicle Finance,2025-03-30,77742.3,57,1363.9
C006869,107128,Credit Card,2025-01-15,6103.68,24,254.32
C006870,100081,Credit Card,2026-04-05,5460.62,16,341.29
C006871,101064,Personal Loan,2025-12-11,4392.27,14,313.73
C006872,101872,Credit Card,2026-01-13,4635.13,18,257.51
C006873,104048,Personal Loan,2025-06-01,6771.73,30,225.72
C006874,100451,Personal Loan,2025-06-21,3792.74,30,126.42
C006875,100467,Payroll Loan,2025-12-11,10544.1,28,376.58
C006876,102424,Credit Card,2025-08-25,3971.9,23,172.69
C006877,107992,Personal Loan,2025-05-01,6286.12,16,392.88
C006878,103603,Personal Loan,2026-02-03,5454.02,27,202.0
C006879,100929,Vehicle Finance,2026-01-24,48479.11,55,881.44
C006880,100641,Credit Card,2025-12-13,8389.9,21,399.52
C006881,100693,Credit Card,2025-05-01,9923.85,16,620.24
C006882,109603,Credit Card,2026-05-17,2560.5,7,365.79
C006883,104102,Payroll Loan,2026-04-19,4439.35,20,221.97
C006884,101349,Credit Card,2025-01-17,3931.8,20,196.59
C006885,101480,Credit Card,2025-12-11,8462.0,16,528.88
C006886,108563,Payroll Loan,2025-12-10,7697.15,12,641.43
C006887,108189,Credit Card,2026-01-30,6781.98,20,339.1
C006888,107145,Personal Loan,2025-07-29,6896.93,36,191.58
C006889,105247,Credit Card,2025-06-30,4669.88,6,778.31
C006890,107692,Payroll Loan,2025-06-07,8288.43,36,230.23
C006891,104945,Credit Card,2026-04-27,4205.94,24,175.25
C006892,102222,Credit Card,2026-05-07,5654.47,18,314.14
C006893,104208,Vehicle Finance,2025-07-10,55156.38,53,1040.69
C006894,109391,Personal Loan,2025-08-23,10425.7,13,801.98
C006895,103827,Credit Card,2026-01-26,2622.5,17,154.26
C006896,102302,Vehicle Finance,2025-08-20,59361.53,48,1236.7
C006897,106159,Payroll Loan,2025-11-23,8606.36,41,209.91
C006898,100220,Personal Loan,2025-06-01,7785.29,12,648.77
C006899,105125,Payroll Loan,2025-12-09,2750.0,47,58.51
C006900,101543,Personal Loan,2026-02-11,5647.85,22,256.72
C006901,100118,Personal Loan,2025-07-29,6188.81,17,364.05
C006902,103504,Vehicle Finance,2025-08-30,37211.43,38,979.25
C006903,107083,Personal Loan,2026-04-30,13701.56,23,595.72
C006904,100806,Credit Card,2025-08-03,4290.35,24,178.76
C006905,100890,Credit Card,2025-05-04,3345.25,13,257.33
C006906,108117,Payroll Loan,2026-01-13,9596.62,43,223.18
C006907,109176,Payroll Loan,2025-10-14,7870.07,13,605.39
C006908,105606,Personal Loan,2025-12-04,7065.56,16,441.6
C006909,104664,Credit Card,2026-03-19,6594.45,24,274.77
C006910,109267,Payroll Loan,2026-06-27,9486.51,28,338.8
C006911,102586,Personal Loan,2025-07-24,11134.36,21,530.21
C006912,105875,Vehicle Finance,2025-06-19,30072.75,28,1074.03
C006913,100602,Personal Loan,2025-03-26,12209.14,32,381.54
C006914,100636,Payroll Loan,2026-05-25,19311.67,21,919.6
C006915,103615,Payroll Loan,2026-01-03,7462.21,24,310.93
C006916,105364,Credit Card,2025-10-03,3940.48,15,262.7
C006917,100040,Personal Loan,2026-04-16,2846.2,15,189.75
C006918,100787,Vehicle Finance,2025-01-16,30146.67,57,528.89
C006919,101362,Payroll Loan,2026-06-21,7847.35,34,230.8
C006920,109388,Personal Loan,2026-01-27,15136.17,20,756.81
C006921,102611,Vehicle Finance,2025-06-20,27035.37,44,614.44
C006922,106566,Personal Loan,2025-07-30,6532.17,34,192.12
C006923,109190,Payroll Loan,2026-03-18,17018.83,25,680.75
C006924,103480,Credit Card,2026-04-25,9023.9,13,694.15
C006925,101545,Credit Card,2025-03-12,3544.94,10,354.49
C006926,106092,Personal Loan,2025-08-13,13405.39,23,582.84
C006927,103288,Vehicle Finance,2025-10-10,32873.56,46,714.64
C006928,107520,Credit Card,2025-03-06,4563.69,21,217.32
C006929,109692,Personal Loan,2025-06-26,3458.98,33,104.82
C006930,109398,Credit Card,2026-01-04,2067.97,8,258.5
C006931,103847,Vehicle Finance,2025-06-10,19107.63,51,374.66
C006932,106266,Vehicle Finance,2025-07-07,60135.88,57,1055.02
C006933,104506,Credit Card,2025-03-19,5859.9,23,254.78
C006934,106749,Personal Loan,2025-12-05,12191.41,24,507.98
C006935,102761,Credit Card,2025-01-18,4860.17,6,810.03
C006936,104012,Credit Card,2025-06-09,3966.06,12,330.5
C006937,101147,Personal Loan,2026-06-09,7478.61,17,439.92
C006938,102249,Personal Loan,2025-07-03,12631.97,25,505.28
C006939,102256,Vehicle Finance,2026-02-18,31775.47,53,599.54
C006940,103523,Payroll Loan,2025-10-13,5461.43,48,113.78
C006941,101549,Credit Card,2025-04-15,2720.24,21,129.54
C006942,106618,Credit Card,2025-10-08,4172.29,21,198.68
C006943,109759,Payroll Loan,2025-09-19,11112.58,39,284.94
C006944,108720,Credit Card,2026-06-28,5646.62,14,403.33
C006945,107572,Personal Loan,2026-06-07,5835.58,31,188.24
C006946,106655,Payroll Loan,2025-10-22,8613.96,35,246.11
C006947,103170,Payroll Loan,2026-05-25,13263.1,42,315.79
C006948,109565,Payroll Loan,2025-11-26,6894.34,44,156.69
C006949,105674,Personal Loan,2025-02-23,7329.52,21,349.02
C006950,106722,Credit Card,2026-04-13,9917.11,17,583.36
C006951,100812,Vehicle Finance,2026-02-05,21028.38,46,457.14
C006952,106291,Vehicle Finance,2025-01-05,18508.13,27,685.49
C006953,101966,Personal Loan,2025-01-07,4919.42,14,351.39
C006954,100126,Personal Loan,2026-05-30,5439.16,25,217.57
C006955,109279,Personal Loan,2025-06-22,3158.63,35,90.25
C006956,106100,Personal Loan,2025-07-03,2503.75,23,108.86
C006957,100152,Vehicle Finance,2025-11-08,91983.18,30,3066.11
C006958,100727,Personal Loan,2026-03-27,15337.84,32,479.31
C006959,107901,Vehicle Finance,2025-11-02,23112.25,29,796.97
C006960,105222,Personal Loan,2025-11-20,6237.73,31,201.22
C006961,101586,Credit Card,2025-02-04,3670.23,12,305.85
C006962,105863,Payroll Loan,2026-04-11,12562.92,35,358.94
C006963,109269,Credit Card,2025-04-04,3013.93,18,167.44
C006964,106463,Personal Loan,2025-07-29,3791.98,27,140.44
C006965,108417,Personal Loan,2025-11-14,9171.71,29,316.27
C006966,108712,Payroll Loan,2026-04-12,12722.43,40,318.06
C006967,109493,Vehicle Finance,2025-10-09,10970.69,39,281.3
C006968,104730,Credit Card,2026-05-24,4151.47,18,230.64
C006969,109957,Credit Card,2025-04-17,5332.09,12,444.34
C006970,104809,Personal Loan,2025-06-12,2636.69,36,73.24
C006971,103384,Personal Loan,2026-02-10,8360.45,33,253.35
C006972,105487,Credit Card,2025-12-05,6076.65,14,434.05
C006973,108598,Personal Loan,2025-05-08,7162.92,21,341.09
C006974,103346,Vehicle Finance,2025-04-24,59535.58,32,1860.49
C006975,104832,Personal Loan,2025-07-12,4775.96,21,227.43
C006976,102716,Vehicle Finance,2025-12-27,62528.93,52,1202.48
C006977,103516,Vehicle Finance,2026-02-11,86347.57,59,1463.52
C006978,101070,Credit Card,2026-05-23,3058.76,14,218.48
C006979,108605,Vehicle Finance,2026-01-10,22773.23,53,429.68
C006980,108398,Personal Loan,2025-12-20,7101.78,33,215.21
C006981,109947,Vehicle Finance,2025-07-05,27560.21,50,551.2
C006982,100418,Vehicle Finance,2026-02-06,28333.82,49,578.24
C006983,100642,Vehicle Finance,2025-11-20,21778.94,59,369.13
C006984,109812,Credit Card,2026-04-25,4429.31,19,233.12
C006985,108324,Vehicle Finance,2025-02-24,58324.97,42,1388.69
C006986,102892,Vehicle Finance,2026-01-06,90985.38,54,1684.91
C006987,104830,Personal Loan,2025-05-26,8583.16,22,390.14
C006988,107021,Credit Card,2025-05-18,2161.17,19,113.75
C006989,103881,Credit Card,2025-01-06,5176.8,9,575.2
C006990,107313,Personal Loan,2025-12-28,10402.04,25,416.08
C006991,107822,Personal Loan,2025-05-21,2629.9,22,119.54
C006992,103973,Vehicle Finance,2026-05-22,15449.28,50,308.99
C006993,100350,Personal Loan,2025-09-28,4213.25,12,351.1
C006994,104106,Personal Loan,2026-01-30,7086.31,32,221.45
C006995,109645,Personal Loan,2025-09-11,2753.71,12,229.48
C006996,105979,Payroll Loan,2025-05-27,13164.54,38,346.44
C006997,101030,Vehicle Finance,2026-01-04,67553.65,41,1647.65
C006998,100694,Payroll Loan,2026-05-07,24959.37,18,1386.63
C006999,109671,Vehicle Finance,2025-12-11,46548.08,47,990.38
C007000,100220,Credit Card,2026-05-21,13425.02,14,958.93
C007001,100036,Credit Card,2025-06-14,4118.64,20,205.93
C007002,107225,Personal Loan,2025-05-10,2144.07,29,73.93
C007003,101034,Payroll Loan,2025-03-25,16179.06,30,539.3
C007004,105195,Payroll Loan,2025-07-20,15240.12,32,476.25
C007005,101215,Credit Card,2026-06-03,3688.14,11,335.29
C007006,109984,Credit Card,2025-03-03,2647.86,14,189.13
C007007,101974,Vehicle Finance,2025-11-22,31895.45,51,625.4
C007008,102989,Personal Loan,2026-05-22,8547.5,29,294.74
C007009,102910,Vehicle Finance,2025-10-29,14458.41,47,307.63
C007010,103730,Credit Card,2025-11-12,3393.56,8,424.2
C007011,103190,Vehicle Finance,2026-02-12,23133.43,29,797.7
C007012,106349,Payroll Loan,2025-06-27,16514.77,38,434.6
C007013,104239,Credit Card,2025-12-05,9105.02,15,607.0
C007014,106875,Personal Loan,2025-05-29,4944.14,16,309.01
C007015,105549,Personal Loan,2026-05-08,7194.23,29,248.08
C007016,103864,Personal Loan,2025-11-05,11590.78,24,482.95
C007017,108147,Credit Card,2025-08-09,4554.67,20,227.73
C007018,101220,Payroll Loan,2026-06-14,11387.22,48,237.23
C007019,108523,Payroll Loan,2025-09-28,14574.65,25,582.99
C007020,100680,Credit Card,2025-09-11,2763.06,22,125.59
C007021,105267,Personal Loan,2025-05-14,6417.35,25,256.69
C007022,100018,Payroll Loan,2026-06-20,16490.96,13,1268.54
C007023,105996,Payroll Loan,2025-12-28,10894.94,42,259.4
C007024,103704,Credit Card,2026-02-09,3711.6,9,412.4
C007025,101222,Personal Loan,2026-05-06,7572.24,15,504.82
C007026,102787,Personal Loan,2026-01-20,4767.57,12,397.3
C007027,104886,Vehicle Finance,2026-06-07,28719.79,56,512.85
C007028,100216,Personal Loan,2025-03-25,5150.91,32,160.97
C007029,104432,Credit Card,2025-09-13,3723.8,7,531.97
C007030,106595,Credit Card,2025-04-17,6844.85,9,760.54
C007031,102127,Payroll Loan,2025-06-21,8109.68,28,289.63
C007032,103549,Vehicle Finance,2026-02-08,43870.18,51,860.2
C007033,104475,Personal Loan,2025-10-27,2928.41,23,127.32
C007034,105450,Personal Loan,2025-04-01,6670.99,17,392.41
C007035,106184,Personal Loan,2026-01-20,7793.85,22,354.27
C007036,108641,Personal Loan,2025-10-28,6035.95,21,287.43
C007037,107114,Credit Card,2025-07-16,5328.66,16,333.04
C007038,103637,Credit Card,2025-10-07,9631.92,13,740.92
C007039,108560,Payroll Loan,2026-03-02,32239.46,21,1535.21
C007040,102164,Personal Loan,2026-01-31,15919.84,18,884.44
C007041,107922,Credit Card,2025-04-14,1747.46,14,124.82
C007042,102781,Credit Card,2025-10-28,5980.37,20,299.02
C007043,103909,Personal Loan,2025-07-22,3204.45,33,97.1
C007044,100397,Credit Card,2025-04-30,8750.15,21,416.67
C007045,108897,Personal Loan,2026-06-04,5728.54,24,238.69
C007046,102253,Personal Loan,2026-03-03,10790.58,20,539.53
C007047,100444,Vehicle Finance,2026-04-24,42826.14,31,1381.49
C007048,109023,Credit Card,2026-03-05,3194.31,18,177.46
C007049,109614,Credit Card,2026-03-10,4850.38,14,346.46
C007050,101259,Credit Card,2025-01-22,4502.83,20,225.14
C007051,108508,Personal Loan,2026-06-27,7414.69,13,570.36
C007052,103305,Vehicle Finance,2025-10-23,66772.79,56,1192.37
C007053,107833,Credit Card,2025-06-25,4959.54,23,215.63
C007054,101286,Vehicle Finance,2025-02-14,114000.0,42,2714.29
C007055,100242,Credit Card,2025-01-09,2178.07,24,90.75
C007056,100589,Personal Loan,2025-03-05,4321.19,30,144.04
C007057,107780,Credit Card,2025-06-25,4464.4,23,194.1
C007058,103789,Payroll Loan,2025-01-31,5234.61,31,168.86
C007059,101966,Credit Card,2025-05-20,10619.74,16,663.73
C007060,108226,Credit Card,2026-02-19,3874.41,6,645.74
C007061,103975,Personal Loan,2025-07-03,4213.12,32,131.66
C007062,100382,Personal Loan,2025-11-06,5293.63,28,189.06
C007063,108310,Payroll Loan,2026-02-03,13457.91,45,299.06
C007064,106858,Payroll Loan,2025-10-04,7289.6,29,251.37
C007065,106688,Personal Loan,2025-09-27,11188.0,34,329.06
C007066,100499,Vehicle Finance,2025-04-27,52086.8,43,1211.32
C007067,101673,Personal Loan,2025-04-25,6728.78,32,210.27
C007068,107259,Personal Loan,2025-01-13,8290.89,33,251.24
C007069,107711,Credit Card,2025-01-12,3991.73,14,285.12
C007070,109654,Payroll Loan,2025-05-02,11399.95,40,285.0
C007071,108293,Vehicle Finance,2025-02-08,34248.57,50,684.97
C007072,102763,Payroll Loan,2025-06-24,19771.35,35,564.9
C007073,105105,Payroll Loan,2025-01-04,13050.44,25,522.02
C007074,104576,Credit Card,2026-04-17,4135.41,16,258.46
C007075,104014,Credit Card,2026-01-07,3855.38,18,214.19
C007076,105479,Personal Loan,2025-03-22,9986.77,29,344.37
C007077,108959,Credit Card,2025-04-06,8489.37,16,530.59
