installment_id,contract_id,installment_number,due_date,installment_value,payment_date,paid_value,days_past_due,status
I00059933,C005958,2,2026-04-10,514.94,,0.0,78,DEFAULT
I00059934,C005958,3,2026-05-10,514.94,,0.0,101,DEFAULT
I00059935,C005958,4,2026-06-10,514.94,,0.0,70,DEFAULT
I00059936,C005958,5,2026-07-10,514.94,,0.0,40,DEFAULT
I00059937,C005958,6,2026-08-10,514.94,,0.0,9,DEFAULT
I00059938,C005959,1,2026-03-10,521.31,2026-03-12,521.31,2,LATE
I00059939,C005959,2,2026-04-10,521.31,2026-04-10,521.31,0,PAID
I00059940,C005959,3,2026-05-10,521.31,2026-05-11,521.31,1,LATE
I00059941,C005959,4,2026-06-10,521.31,2026-06-13,521.31,3,LATE
I00059942,C005959,5,2026-07-10,521.31,2026-07-11,521.31,1,LATE
I00059943,C005959,6,2026-08-10,521.31,2026-08-11,521.31,1,LATE
I00059944,C005960,1,2025-02-10,191.83,2025-02-11,191.83,1,LATE
I00059945,C005960,2,2025-03-10,191.83,2025-03-13,191.83,3,LATE
I00059946,C005960,3,2025-04-10,191.83,2025-04-12,191.83,2,LATE
I00059947,C005960,4,2025-05-10,191.83,2025-05-13,191.83,3,LATE
I00059948,C005960,5,2025-06-10,191.83,2025-06-13,191.83,3,LATE
I00059949,C005960,6,2025-07-10,191.83,2025-07-10,191.83,0,PAID
I00059950,C005960,7,2025-08-10,191.83,2025-08-12,191.83,2,LATE
I00059951,C005960,8,2025-09-10,191.83,2025-09-13,191.83,3,LATE
I00059952,C005960,9,2025-10-10,191.83,2025-10-10,191.83,0,PAID
I00059953,C005960,10,2025-11-10,191.83,2025-11-10,191.83,0,PAID
I00059954,C005960,11,2025-12-10,191.83,2025-12-10,191.83,0,PAID
I00059955,C005960,12,2026-01-10,191.83,2026-01-10,191.83,0,PAID
I00059956,C005960,13,2026-02-10,191.83,2026-02-13,191.83,3,LATE
I00059957,C005960,14,2026-03-10,191.83,2026-04-07,191.83,28,LATE
I00059958,C005960,15,2026-04-10,191.83,2026-04-10,191.83,0,PAID
I00059959,C005960,16,2026-05-10,191.83,2026-05-13,191.83,3,LATE
I00059960,C005960,17,2026-06-10,191.83,2026-06-12,191.83,2,LATE
I00059961,C005960,18,2026-07-10,191.83,2026-07-10,191.83,0,PAID
I00059962,C005960,19,2026-08-10,191.83,2026-08-12,191.83,2,LATE
I00059963,C005961,1,2026-01-10,114.93,2026-01-10,114.93,0,PAID
I00059964,C005961,2,2026-02-10,114.93,2026-02-13,114.93,3,LATE
I00059965,C005961,3,2026-03-10,114.93,2026-03-15,114.93,5,LATE
I00059966,C005961,4,2026-04-10,114.93,2026-04-10,114.93,0,PAID
I00059967,C005961,5,2026-05-10,114.93,2026-05-13,114.93,3,LATE
I00059968,C005961,6,2026-06-10,114.93,2026-06-12,114.93,2,LATE
I00059969,C005961,7,2026-07-10,114.93,2026-07-11,114.93,1,LATE
I00059970,C005961,8,2026-08-10,114.93,,0.0,86,DEFAULT
I00059971,C005962,1,2025-08-10,710.39,2025-08-13,710.39,3,LATE
I00059972,C005962,2,2025-09-10,710.39,2025-09-10,710.39,0,PAID
I00059973,C005962,3,2025-10-10,710.39,2025-10-11,710.39,1,LATE
I00059974,C005962,4,2025-11-10,710.39,2025-11-12,710.39,2,LATE
I00059975,C005962,5,2025-12-10,710.39,2025-12-11,710.39,1,LATE
I00059976,C005962,6,2026-01-10,710.39,2026-01-19,710.39,9,LATE
I00059977,C005962,7,2026-02-10,710.39,2026-02-10,710.39,0,PAID
I00059978,C005962,8,2026-03-10,710.39,2026-04-04,710.39,25,LATE
I00059979,C005962,9,2026-04-10,710.39,2026-04-11,710.39,1,LATE
I00059980,C005962,10,2026-05-10,710.39,2026-05-13,710.39,3,LATE
I00059981,C005962,11,2026-06-10,710.39,2026-06-12,710.39,2,LATE
I00059982,C005962,12,2026-07-10,710.39,2026-07-11,710.39,1,LATE
I00059983,C005962,13,2026-08-10,710.39,2026-08-13,710.39,3,LATE
I00059984,C005963,1,2025-02-10,511.45,2025-02-11,511.45,1,LATE
I00059985,C005963,2,2025-03-10,511.45,,0.0,82,DEFAULT
I00059986,C005963,3,2025-04-10,511.45,,0.0,496,DEFAULT
I00059987,C005963,4,2025-05-10,511.45,,0.0,466,DEFAULT
I00059988,C005963,5,2025-06-10,511.45,,0.0,435,DEFAULT
I00059989,C005963,6,2025-07-10,511.45,,0.0,405,DEFAULT
I00059990,C005963,7,2025-08-10,511.45,,0.0,374,DEFAULT
I00059991,C005963,8,2025-09-10,511.45,,0.0,343,DEFAULT
I00059992,C005963,9,2025-10-10,511.45,,0.0,313,DEFAULT
I00059993,C005963,10,2025-11-10,511.45,,0.0,282,DEFAULT
I00059994,C005963,11,2025-12-10,511.45,,0.0,252,DEFAULT
I00059995,C005963,12,2026-01-10,511.45,,0.0,221,DEFAULT
I00059996,C005963,13,2026-02-10,511.45,,0.0,190,DEFAULT
I00059997,C005963,14,2026-03-10,511.45,,0.0,162,DEFAULT
I00059998,C005963,15,2026-04-10,511.45,,0.0,131,DEFAULT
I00059999,C005963,16,2026-05-10,511.45,,0.0,101,DEFAULT
I00060000,C005963,17,2026-06-10,511.45,,0.0,70,DEFAULT
I00060001,C005963,18,2026-07-10,511.45,,0.0,40,DEFAULT
I00060002,C005963,19,2026-08-10,511.45,,0.0,9,DEFAULT
I00060003,C005964,1,2025-04-10,147.19,2025-04-13,147.19,3,LATE
I00060004,C005964,2,2025-05-10,147.19,2025-05-10,147.19,0,PAID
I00060005,C005964,3,2025-06-10,147.19,2025-06-10,147.19,0,PAID
I00060006,C005964,4,2025-07-10,147.19,2025-07-13,147.19,3,LATE
I00060007,C005964,5,2025-08-10,147.19,2025-09-07,147.19,28,LATE
I00060008,C005964,6,2025-09-10,147.19,2025-09-12,147.19,2,LATE
I00060009,C005964,7,2025-10-10,147.19,2025-10-12,147.19,2,LATE
I00060010,C005964,8,2025-11-10,147.19,2025-11-12,147.19,2,LATE
I00060011,C005964,9,2025-12-10,147.19,2025-12-12,147.19,2,LATE
I00060012,C005964,10,2026-01-10,147.19,2026-01-11,147.19,1,LATE
I00060013,C005964,11,2026-02-10,147.19,2026-02-11,147.19,1,LATE
I00060014,C005964,12,2026-03-10,147.19,2026-03-13,147.19,3,LATE
I00060015,C005964,13,2026-04-10,147.19,2026-04-13,147.19,3,LATE
I00060016,C005964,14,2026-05-10,147.19,2026-05-10,147.19,0,PAID
I00060017,C005964,15,2026-06-10,147.19,2026-06-12,147.19,2,LATE
I00060018,C005964,16,2026-07-10,147.19,2026-07-12,147.19,2,LATE
I00060019,C005964,17,2026-08-10,147.19,2026-08-13,147.19,3,LATE
I00060020,C005965,1,2025-06-10,634.17,2025-06-13,634.17,3,LATE
I00060021,C005965,2,2025-07-10,634.17,2025-07-10,634.17,0,PAID
I00060022,C005965,3,2025-08-10,634.17,2025-08-13,634.17,3,LATE
I00060023,C005965,4,2025-09-10,634.17,2025-09-11,634.17,1,LATE
I00060024,C005965,5,2025-10-10,634.17,2025-10-20,634.17,10,LATE
I00060025,C005965,6,2025-11-10,634.17,2025-11-13,634.17,3,LATE
I00060026,C005965,7,2025-12-10,634.17,2025-12-11,634.17,1,LATE
I00060027,C005965,8,2026-01-10,634.17,2026-01-11,634.17,1,LATE
I00060028,C005966,1,2026-01-10,1035.37,2026-01-12,1035.37,2,LATE
I00060029,C005966,2,2026-02-10,1035.37,2026-02-13,1035.37,3,LATE
I00060030,C005966,3,2026-03-10,1035.37,2026-03-12,1035.37,2,LATE
I00060031,C005966,4,2026-04-10,1035.37,2026-04-11,1035.37,1,LATE
I00060032,C005966,5,2026-05-10,1035.37,2026-05-12,1035.37,2,LATE
I00060033,C005966,6,2026-06-10,1035.37,2026-06-12,1035.37,2,LATE
I00060034,C005966,7,2026-07-10,1035.37,2026-07-13,1035.37,3,LATE
I00060035,C005966,8,2026-08-10,1035.37,2026-08-12,1035.37,2,LATE
I00060036,C005967,1,2025-09-10,359.15,2025-09-13,359.15,3,LATE
I00060037,C005967,2,2025-10-10,359.15,2025-10-12,359.15,2,LATE
I00060038,C005967,3,2025-11-10,359.15,2025-11-12,359.15,2,LATE
I00060039,C005967,4,2025-12-10,359.15,,0.0,113,DEFAULT
I00060040,C005967,5,2026-01-10,359.15,,0.0,221,DEFAULT
I00060041,C005967,6,2026-02-10,359.15,,0.0,190,DEFAULT
I00060042,C005967,7,2026-03-10,359.15,,0.0,162,DEFAULT
I00060043,C005967,8,2026-04-10,359.15,,0.0,131,DEFAULT
I00060044,C005967,9,2026-05-10,359.15,,0.0,101,DEFAULT
I00060045,C005967,10,2026-06-10,359.15,,0.0,70,DEFAULT
I00060046,C005967,11,2026-07-10,359.15,,0.0,40,DEFAULT
I00060047,C005967,12,2026-08-10,359.15,,0.0,9,DEFAULT
I00060048,C005968,1,2025-05-10,753.18,2025-05-12,753.18,2,LATE
I00060049,C005968,2,2025-06-10,753.18,2025-06-28,753.18,18,LATE
I00060050,C005968,3,2025-07-10,753.18,2025-07-13,753.18,3,LATE
I00060051,C005968,4,2025-08-10,753.18,,0.0,49,DEFAULT
I00060052,C005968,5,2025-09-10,753.18,2025-09-12,753.18,2,LATE
I00060053,C005968,6,2025-10-10,753.18,2025-10-11,753.18,1,LATE
I00060054,C005968,7,2025-11-10,753.18,,0.0,113,DEFAULT
I00060055,C005968,8,2025-12-10,753.18,,0.0,252,DEFAULT
I00060056,C005968,9,2026-01-10,753.18,,0.0,221,DEFAULT
I00060057,C005968,10,2026-02-10,753.18,,0.0,190,DEFAULT
I00060058,C005968,11,2026-03-10,753.18,,0.0,162,DEFAULT
I00060059,C005968,12,2026-04-10,753.18,,0.0,131,DEFAULT
I00060060,C005968,13,2026-05-10,753.18,,0.0,101,DEFAULT
I00060061,C005969,1,2026-05-10,530.78,2026-05-26,530.78,16,LATE
I00060062,C005969,2,2026-06-10,530.78,2026-06-11,530.78,1,LATE
I00060063,C005969,3,2026-07-10,530.78,2026-07-11,530.78,1,LATE
I00060064,C005969,4,2026-08-10,530.78,2026-08-12,530.78,2,LATE
I00060065,C005970,1,2025-08-10,256.27,2025-08-12,256.27,2,LATE
I00060066,C005970,2,2025-09-10,256.27,2025-09-29,256.27,19,LATE
I00060067,C005970,3,2025-10-10,256.27,2025-10-11,256.27,1,LATE
I00060068,C005970,4,2025-11-10,256.27,2025-11-12,256.27,2,LATE
I00060069,C005970,5,2025-12-10,256.27,2025-12-13,256.27,3,LATE
I00060070,C005970,6,2026-01-10,256.27,2026-01-10,256.27,0,PAID
I00060071,C005970,7,2026-02-10,256.27,2026-02-11,256.27,1,LATE
I00060072,C005970,8,2026-03-10,256.27,2026-03-27,256.27,17,LATE
I00060073,C005970,9,2026-04-10,256.27,2026-04-11,256.27,1,LATE
I00060074,C005970,10,2026-05-10,256.27,2026-05-12,256.27,2,LATE
I00060075,C005970,11,2026-06-10,256.27,2026-06-13,256.27,3,LATE
I00060076,C005970,12,2026-07-10,256.27,2026-07-13,256.27,3,LATE
I00060077,C005970,13,2026-08-10,256.27,2026-08-13,256.27,3,LATE
I00060078,C005971,1,2026-06-10,813.72,,0.0,103,DEFAULT
I00060079,C005971,2,2026-07-10,813.72,,0.0,40,DEFAULT
I00060080,C005971,3,2026-08-10,813.72,,0.0,9,DEFAULT
I00060081,C005972,1,2025-09-10,449.37,2025-09-11,449.37,1,LATE
I00060082,C005972,2,2025-10-10,449.37,2025-10-13,449.37,3,LATE
I00060083,C005972,3,2025-11-10,449.37,2025-11-12,449.37,2,LATE
I00060084,C005972,4,2025-12-10,449.37,2025-12-10,449.37,0,PAID
I00060085,C005972,5,2026-01-10,449.37,2026-01-10,449.37,0,PAID
I00060086,C005972,6,2026-02-10,449.37,2026-02-13,449.37,3,LATE
I00060087,C005972,7,2026-03-10,449.37,2026-03-13,449.37,3,LATE
I00060088,C005972,8,2026-04-10,449.37,2026-04-10,449.37,0,PAID
I00060089,C005972,9,2026-05-10,449.37,2026-05-10,449.37,0,PAID
I00060090,C005972,10,2026-06-10,449.37,2026-06-13,449.37,3,LATE
I00060091,C005972,11,2026-07-10,449.37,2026-07-11,449.37,1,LATE
I00060092,C005972,12,2026-08-10,449.37,2026-08-13,449.37,3,LATE
I00060093,C005973,1,2025-12-10,184.97,,0.0,45,DEFAULT
I00060094,C005973,2,2026-01-10,184.97,,0.0,221,DEFAULT
I00060095,C005973,3,2026-02-10,184.97,,0.0,190,DEFAULT
I00060096,C005973,4,2026-03-10,184.97,,0.0,162,DEFAULT
I00060097,C005973,5,2026-04-10,184.97,,0.0,131,DEFAULT
I00060098,C005973,6,2026-05-10,184.97,,0.0,101,DEFAULT
I00060099,C005973,7,2026-06-10,184.97,,0.0,70,DEFAULT
I00060100,C005973,8,2026-07-10,184.97,,0.0,40,DEFAULT
I00060101,C005973,9,2026-08-10,184.97,,0.0,9,DEFAULT
I00060102,C005974,1,2025-09-10,160.43,2025-09-11,160.43,1,LATE
I00060103,C005974,2,2025-10-10,160.43,2025-10-13,160.43,3,LATE
I00060104,C005974,3,2025-11-10,160.43,2025-11-12,160.43,2,LATE
I00060105,C005974,4,2025-12-10,160.43,2025-12-13,160.43,3,LATE
I00060106,C005974,5,2026-01-10,160.43,2026-01-12,160.43,2,LATE
I00060107,C005974,6,2026-02-10,160.43,2026-03-08,160.43,26,LATE
I00060108,C005974,7,2026-03-10,160.43,2026-03-10,160.43,0,PAID
I00060109,C005974,8,2026-04-10,160.43,2026-04-11,160.43,1,LATE
I00060110,C005974,9,2026-05-10,160.43,2026-06-02,160.43,23,LATE
I00060111,C005974,10,2026-06-10,160.43,2026-06-12,160.43,2,LATE
I00060112,C005974,11,2026-07-10,160.43,2026-07-11,160.43,1,LATE
I00060113,C005974,12,2026-08-10,160.43,2026-08-11,160.43,1,LATE
I00060114,C005975,1,2025-08-10,583.55,2025-08-13,583.55,3,LATE
I00060115,C005975,2,2025-09-10,583.55,2025-09-12,583.55,2,LATE
I00060116,C005975,3,2025-10-10,583.55,2025-10-13,583.55,3,LATE
I00060117,C005975,4,2025-11-10,583.55,2025-12-08,583.55,28,LATE
I00060118,C005975,5,2025-12-10,583.55,2025-12-10,583.55,0,PAID
I00060119,C005975,6,2026-01-10,583.55,2026-01-11,583.55,1,LATE
I00060120,C005975,7,2026-02-10,583.55,2026-02-25,583.55,15,LATE
I00060121,C005975,8,2026-03-10,583.55,2026-04-04,583.55,25,LATE
I00060122,C005975,9,2026-04-10,583.55,2026-04-10,583.55,0,PAID
I00060123,C005975,10,2026-05-10,583.55,2026-05-12,583.55,2,LATE
I00060124,C005975,11,2026-06-10,583.55,2026-06-13,583.55,3,LATE
I00060125,C005975,12,2026-07-10,583.55,2026-07-13,583.55,3,LATE
I00060126,C005975,13,2026-08-10,583.55,2026-08-10,583.55,0,PAID
I00060127,C005976,1,2025-11-10,287.94,2025-11-10,287.94,0,PAID
I00060128,C005976,2,2025-12-10,287.94,2025-12-10,287.94,0,PAID
I00060129,C005976,3,2026-01-10,287.94,2026-01-10,287.94,0,PAID
I00060130,C005976,4,2026-02-10,287.94,2026-02-13,287.94,3,LATE
I00060131,C005976,5,2026-03-10,287.94,2026-03-11,287.94,1,LATE
I00060132,C005976,6,2026-04-10,287.94,2026-04-13,287.94,3,LATE
I00060133,C005976,7,2026-05-10,287.94,2026-05-11,287.94,1,LATE
I00060134,C005976,8,2026-06-10,287.94,2026-06-12,287.94,2,LATE
I00060135,C005976,9,2026-07-10,287.94,2026-07-10,287.94,0,PAID
I00060136,C005976,10,2026-08-10,287.94,2026-08-12,287.94,2,LATE
I00060137,C005977,1,2025-11-10,366.24,2025-11-10,366.24,0,PAID
I00060138,C005977,2,2025-12-10,366.24,2025-12-13,366.24,3,LATE
I00060139,C005977,3,2026-01-10,366.24,2026-01-11,366.24,1,LATE
I00060140,C005977,4,2026-02-10,366.24,2026-02-13,366.24,3,LATE
I00060141,C005977,5,2026-03-10,366.24,2026-03-13,366.24,3,LATE
I00060142,C005977,6,2026-04-10,366.24,2026-04-11,366.24,1,LATE
I00060143,C005977,7,2026-05-10,366.24,2026-05-10,366.24,0,PAID
I00060144,C005977,8,2026-06-10,366.24,2026-06-12,366.24,2,LATE
I00060145,C005977,9,2026-07-10,366.24,2026-07-10,366.24,0,PAID
I00060146,C005977,10,2026-08-10,366.24,2026-08-13,366.24,3,LATE
I00060147,C005978,1,2025-03-10,232.16,2025-03-10,232.16,0,PAID
I00060148,C005978,2,2025-04-10,232.16,2025-04-13,232.16,3,LATE
I00060149,C005978,3,2025-05-10,232.16,2025-05-12,232.16,2,LATE
I00060150,C005978,4,2025-06-10,232.16,2025-06-13,232.16,3,LATE
I00060151,C005978,5,2025-07-10,232.16,2025-07-12,232.16,2,LATE
I00060152,C005978,6,2025-08-10,232.16,2025-08-13,232.16,3,LATE
I00060153,C005978,7,2025-09-10,232.16,,0.0,50,DEFAULT
I00060154,C005978,8,2025-10-10,232.16,,0.0,313,DEFAULT
I00060155,C005978,9,2025-11-10,232.16,,0.0,282,DEFAULT
I00060156,C005978,10,2025-12-10,232.16,,0.0,252,DEFAULT
I00060157,C005978,11,2026-01-10,232.16,,0.0,221,DEFAULT
I00060158,C005978,12,2026-02-10,232.16,,0.0,190,DEFAULT
I00060159,C005978,13,2026-03-10,232.16,,0.0,162,DEFAULT
I00060160,C005978,14,2026-04-10,232.16,,0.0,131,DEFAULT
I00060161,C005978,15,2026-05-10,232.16,,0.0,101,DEFAULT
I00060162,C005978,16,2026-06-10,232.16,,0.0,70,DEFAULT
I00060163,C005978,17,2026-07-10,232.16,,0.0,40,DEFAULT
I00060164,C005978,18,2026-08-10,232.16,,0.0,9,DEFAULT
I00060165,C005979,1,2026-07-10,457.2,,0.0,50,DEFAULT
I00060166,C005979,2,2026-08-10,457.2,2026-08-11,457.2,1,LATE
I00060167,C005980,1,2026-04-10,428.76,2026-04-11,428.76,1,LATE
I00060168,C005980,2,2026-05-10,428.76,2026-05-11,428.76,1,LATE
I00060169,C005980,3,2026-06-10,428.76,2026-06-13,428.76,3,LATE
I00060170,C005980,4,2026-07-10,428.76,2026-07-13,428.76,3,LATE
I00060171,C005980,5,2026-08-10,428.76,2026-08-12,428.76,2,LATE
I00060172,C005981,1,2025-10-10,197.36,2025-11-06,197.36,27,LATE
I00060173,C005981,2,2025-11-10,197.36,2025-11-12,197.36,2,LATE
I00060174,C005981,3,2025-12-10,197.36,2025-12-11,197.36,1,LATE
I00060175,C005981,4,2026-01-10,197.36,2026-01-13,197.36,3,LATE
I00060176,C005981,5,2026-02-10,197.36,2026-02-13,197.36,3,LATE
I00060177,C005981,6,2026-03-10,197.36,2026-03-13,197.36,3,LATE
I00060178,C005981,7,2026-04-10,197.36,2026-04-11,197.36,1,LATE
I00060179,C005981,8,2026-05-10,197.36,2026-05-12,197.36,2,LATE
I00060180,C005981,9,2026-06-10,197.36,2026-06-13,197.36,3,LATE
I00060181,C005981,10,2026-07-10,197.36,2026-07-10,197.36,0,PAID
I00060182,C005981,11,2026-08-10,197.36,2026-08-10,197.36,0,PAID
I00060183,C005982,1,2025-11-10,187.52,2025-11-11,187.52,1,LATE
I00060184,C005982,2,2025-12-10,187.52,2025-12-27,187.52,17,LATE
I00060185,C005982,3,2026-01-10,187.52,2026-01-10,187.52,0,PAID
I00060186,C005982,4,2026-02-10,187.52,2026-02-10,187.52,0,PAID
I00060187,C005982,5,2026-03-10,187.52,2026-03-11,187.52,1,LATE
I00060188,C005982,6,2026-04-10,187.52,,0.0,61,DEFAULT
I00060189,C005982,7,2026-05-10,187.52,,0.0,101,DEFAULT
I00060190,C005982,8,2026-06-10,187.52,,0.0,70,DEFAULT
I00060191,C005982,9,2026-07-10,187.52,,0.0,40,DEFAULT
I00060192,C005982,10,2026-08-10,187.52,,0.0,9,DEFAULT
I00060193,C005983,1,2025-12-10,742.11,2025-12-12,742.11,2,LATE
I00060194,C005983,2,2026-01-10,742.11,,0.0,100,DEFAULT
I00060195,C005983,3,2026-02-10,742.11,,0.0,190,DEFAULT
I00060196,C005983,4,2026-03-10,742.11,,0.0,162,DEFAULT
I00060197,C005983,5,2026-04-10,742.11,,0.0,131,DEFAULT
I00060198,C005983,6,2026-05-10,742.11,,0.0,101,DEFAULT
I00060199,C005983,7,2026-06-10,742.11,,0.0,70,DEFAULT
I00060200,C005983,8,2026-07-10,742.11,,0.0,40,DEFAULT
I00060201,C005983,9,2026-08-10,742.11,,0.0,9,DEFAULT
I00060202,C005984,1,2025-11-10,1564.64,2025-11-12,1564.64,2,LATE
I00060203,C005984,2,2025-12-10,1564.64,2025-12-10,1564.64,0,PAID
I00060204,C005984,3,2026-01-10,1564.64,,0.0,106,DEFAULT
I00060205,C005984,4,2026-02-10,1564.64,,0.0,190,DEFAULT
I00060206,C005984,5,2026-03-10,1564.64,,0.0,162,DEFAULT
I00060207,C005984,6,2026-04-10,1564.64,,0.0,131,DEFAULT
I00060208,C005984,7,2026-05-10,1564.64,,0.0,101,DEFAULT
I00060209,C005984,8,2026-06-10,1564.64,,0.0,70,DEFAULT
I00060210,C005984,9,2026-07-10,1564.64,,0.0,40,DEFAULT
I00060211,C005984,10,2026-08-10,1564.64,,0.0,9,DEFAULT
I00060212,C005985,1,2025-09-10,279.03,2025-09-10,279.03,0,PAID
I00060213,C005985,2,2025-10-10,279.03,2025-10-10,279.03,0,PAID
I00060214,C005985,3,2025-11-10,279.03,2025-11-11,279.03,1,LATE
I00060215,C005985,4,2025-12-10,279.03,2025-12-13,279.03,3,LATE
I00060216,C005985,5,2026-01-10,279.03,2026-01-10,279.03,0,PAID
I00060217,C005985,6,2026-02-10,279.03,2026-02-11,279.03,1,LATE
I00060218,C005985,7,2026-03-10,279.03,2026-03-10,279.03,0,PAID
I00060219,C005985,8,2026-04-10,279.03,2026-04-12,279.03,2,LATE
I00060220,C005985,9,2026-05-10,279.03,,0.0,56,DEFAULT
I00060221,C005985,10,2026-06-10,279.03,,0.0,70,DEFAULT
I00060222,C005985,11,2026-07-10,279.03,,0.0,40,DEFAULT
I00060223,C005985,12,2026-08-10,279.03,,0.0,9,DEFAULT
I00060224,C005986,1,2025-07-10,1584.23,2025-07-11,1584.23,1,LATE
I00060225,C005986,2,2025-08-10,1584.23,2025-08-11,1584.23,1,LATE
I00060226,C005986,3,2025-09-10,1584.23,2025-09-13,1584.23,3,LATE
I00060227,C005986,4,2025-10-10,1584.23,2025-10-13,1584.23,3,LATE
I00060228,C005986,5,2025-11-10,1584.23,2025-12-05,1584.23,25,LATE
I00060229,C005986,6,2025-12-10,1584.23,2025-12-11,1584.23,1,LATE
I00060230,C005986,7,2026-01-10,1584.23,2026-01-25,1584.23,15,LATE
I00060231,C005986,8,2026-02-10,1584.23,2026-02-13,1584.23,3,LATE
I00060232,C005986,9,2026-03-10,1584.23,2026-03-13,1584.23,3,LATE
I00060233,C005986,10,2026-04-10,1584.23,2026-04-13,1584.23,3,LATE
I00060234,C005986,11,2026-05-10,1584.23,2026-05-12,1584.23,2,LATE
I00060235,C005986,12,2026-06-10,1584.23,2026-06-11,1584.23,1,LATE
I00060236,C005986,13,2026-07-10,1584.23,2026-08-01,1584.23,22,LATE
I00060237,C005986,14,2026-08-10,1584.23,2026-08-10,1584.23,0,PAID
I00060238,C005987,1,2025-04-10,698.41,2025-04-10,698.41,0,PAID
I00060239,C005987,2,2025-05-10,698.41,2025-05-13,698.41,3,LATE
I00060240,C005987,3,2025-06-10,698.41,2025-06-10,698.41,0,PAID
I00060241,C005987,4,2025-07-10,698.41,2025-07-11,698.41,1,LATE
I00060242,C005987,5,2025-08-10,698.41,2025-08-10,698.41,0,PAID
I00060243,C005987,6,2025-09-10,698.41,2025-09-13,698.41,3,LATE
I00060244,C005987,7,2025-10-10,698.41,2025-10-13,698.41,3,LATE
I00060245,C005987,8,2025-11-10,698.41,2025-11-11,698.41,1,LATE
I00060246,C005987,9,2025-12-10,698.41,2025-12-12,698.41,2,LATE
I00060247,C005987,10,2026-01-10,698.41,2026-01-11,698.41,1,LATE
I00060248,C005987,11,2026-02-10,698.41,2026-02-13,698.41,3,LATE
I00060249,C005987,12,2026-03-10,698.41,2026-03-10,698.41,0,PAID
I00060250,C005987,13,2026-04-10,698.41,2026-04-11,698.41,1,LATE
I00060251,C005987,14,2026-05-10,698.41,2026-05-11,698.41,1,LATE
I00060252,C005987,15,2026-06-10,698.41,2026-06-28,698.41,18,LATE
I00060253,C005987,16,2026-07-10,698.41,2026-08-07,698.41,28,LATE
I00060254,C005987,17,2026-08-10,698.41,2026-08-11,698.41,1,LATE
I00060255,C005988,1,2025-02-10,235.66,2025-02-11,235.66,1,LATE
I00060256,C005988,2,2025-03-10,235.66,2025-03-10,235.66,0,PAID
I00060257,C005988,3,2025-04-10,235.66,2025-04-13,235.66,3,LATE
I00060258,C005988,4,2025-05-10,235.66,2025-05-10,235.66,0,PAID
I00060259,C005988,5,2025-06-10,235.66,2025-06-13,235.66,3,LATE
I00060260,C005988,6,2025-07-10,235.66,2025-07-10,235.66,0,PAID
I00060261,C005988,7,2025-08-10,235.66,2025-08-13,235.66,3,LATE
I00060262,C005988,8,2025-09-10,235.66,2025-09-10,235.66,0,PAID
I00060263,C005988,9,2025-10-10,235.66,2025-10-12,235.66,2,LATE
I00060264,C005988,10,2025-11-10,235.66,2025-11-12,235.66,2,LATE
I00060265,C005988,11,2025-12-10,235.66,2025-12-13,235.66,3,LATE
I00060266,C005988,12,2026-01-10,235.66,2026-01-10,235.66,0,PAID
I00060267,C005988,13,2026-02-10,235.66,2026-02-13,235.66,3,LATE
I00060268,C005988,14,2026-03-10,235.66,2026-03-10,235.66,0,PAID
I00060269,C005988,15,2026-04-10,235.66,2026-04-12,235.66,2,LATE
I00060270,C005988,16,2026-05-10,235.66,2026-05-11,235.66,1,LATE
I00060271,C005988,17,2026-06-10,235.66,2026-06-12,235.66,2,LATE
I00060272,C005988,18,2026-07-10,235.66,2026-07-13,235.66,3,LATE
I00060273,C005988,19,2026-08-10,235.66,2026-08-12,235.66,2,LATE
I00060274,C005989,1,2025-03-10,298.29,2025-03-11,298.29,1,LATE
I00060275,C005989,2,2025-04-10,298.29,2025-04-12,298.29,2,LATE
I00060276,C005989,3,2025-05-10,298.29,2025-05-10,298.29,0,PAID
I00060277,C005989,4,2025-06-10,298.29,,0.0,62,DEFAULT
I00060278,C005989,5,2025-07-10,298.29,,0.0,405,DEFAULT
I00060279,C005989,6,2025-08-10,298.29,,0.0,374,DEFAULT
I00060280,C005989,7,2025-09-10,298.29,,0.0,343,DEFAULT
I00060281,C005989,8,2025-10-10,298.29,,0.0,313,DEFAULT
I00060282,C005989,9,2025-11-10,298.29,,0.0,282,DEFAULT
I00060283,C005989,10,2025-12-10,298.29,,0.0,252,DEFAULT
I00060284,C005989,11,2026-01-10,298.29,,0.0,221,DEFAULT
I00060285,C005989,12,2026-02-10,298.29,,0.0,190,DEFAULT
I00060286,C005989,13,2026-03-10,298.29,,0.0,162,DEFAULT
I00060287,C005989,14,2026-04-10,298.29,,0.0,131,DEFAULT
I00060288,C005990,1,2025-12-10,284.81,2025-12-13,284.81,3,LATE
I00060289,C005990,2,2026-01-10,284.81,2026-01-12,284.81,2,LATE
I00060290,C005990,3,2026-02-10,284.81,2026-02-11,284.81,1,LATE
I00060291,C005990,4,2026-03-10,284.81,2026-03-12,284.81,2,LATE
I00060292,C005990,5,2026-04-10,284.81,2026-04-13,284.81,3,LATE
I00060293,C005990,6,2026-05-10,284.81,2026-05-11,284.81,1,LATE
I00060294,C005990,7,2026-06-10,284.81,,0.0,118,DEFAULT
I00060295,C005990,8,2026-07-10,284.81,,0.0,40,DEFAULT
I00060296,C005990,9,2026-08-10,284.81,,0.0,9,DEFAULT
