recovery_id,contract_id,recovery_date,recovery_amount,recovery_method,days_after_default
R00006392,C008134,2026-01-09,846.62,Renegotiation,30
R00006393,C008134,2026-02-08,705.51,Collection,60
R00006394,C008134,2026-03-10,634.96,Payment,90
R00006395,C008134,2026-04-09,529.13,Payment,120
R00006396,C008135,2026-02-08,2493.7,Payment,60
R00006397,C008135,2026-03-10,2244.33,Payment,90
R00006398,C008135,2026-04-09,1870.28,Payment,120
R00006399,C008139,2026-03-11,3264.22,Renegotiation,60
R00006400,C008143,2026-06-10,701.12,Payment,120
R00006401,C008145,2026-03-12,8174.97,Renegotiation,30
R00006402,C008145,2026-05-11,6131.23,Collection,90
R00006403,C008145,2026-08-09,4428.11,Payment,180
R00006404,C008156,2026-08-09,1344.19,Settlement,60
R00006405,C008157,2025-10-10,5168.65,Settlement,30
R00006406,C008157,2026-01-08,3230.41,Payment,120
R00006407,C008159,2026-02-08,1344.16,Payment,60
R00006408,C008159,2026-03-10,1209.74,Collection,90
R00006409,C008165,2026-06-09,859.77,Payment,60
R00006410,C008165,2026-07-09,773.79,Payment,90
R00006411,C008167,2026-06-09,660.23,Collection,30
R00006412,C008167,2026-08-08,495.17,Collection,90
R00006413,C008170,2025-11-09,9333.35,Payment,60
R00006414,C008170,2026-01-08,7000.01,Settlement,120
R00006415,C008171,2026-04-11,12136.86,Payment,60
R00006416,C008171,2026-08-09,7888.96,Settlement,180
R00006417,C008173,2026-01-09,1476.13,Payment,30
R00006418,C008173,2026-02-08,1230.11,Collection,60
R00006419,C008173,2026-06-08,799.57,Payment,180
R00006420,C008174,2025-08-08,1179.39,Collection,90
R00006421,C008174,2025-09-07,982.82,Collection,120
R00006422,C008176,2026-07-10,3877.0,Settlement,30
R00006423,C008177,2026-03-10,743.05,Payment,90
R00006424,C008177,2026-06-08,536.65,Payment,180
R00006425,C008184,2025-12-09,798.25,Payment,60
R00006426,C008184,2026-01-08,718.43,Collection,90
R00006427,C008186,2025-05-10,494.35,Payment,30
R00006428,C008186,2025-06-09,411.96,Payment,60
R00006429,C008186,2025-07-09,370.76,Renegotiation,90
R00006430,C008186,2025-08-08,308.97,Collection,120
R00006431,C008187,2026-08-09,846.73,Renegotiation,60
R00006432,C008189,2026-06-08,1891.49,Payment,90
R00006433,C008189,2026-07-08,1576.25,Settlement,120
R00006434,C008192,2025-07-10,1580.15,Renegotiation,30
R00006435,C008192,2025-09-08,1185.11,Collection,90
R00006436,C008192,2025-10-08,987.59,Payment,120
R00006437,C008192,2025-12-07,855.91,Payment,180
R00006438,C008194,2025-06-09,1689.16,Payment,30
R00006439,C008194,2026-05-05,703.82,Renegotiation,360
R00006440,C008197,2025-05-10,3988.92,Payment,30
R00006441,C008197,2025-08-08,2493.08,Settlement,120
R00006442,C008198,2026-03-12,177.07,Payment,30
R00006443,C008198,2026-06-10,110.67,Payment,120
R00006444,C008198,2026-08-09,95.92,Renegotiation,180
R00006445,C008199,2026-02-08,11203.8,Collection,60
R00006446,C008199,2026-03-10,10083.42,Payment,90
R00006447,C008199,2026-04-09,8402.85,Settlement,120
R00006448,C008199,2026-06-08,7282.47,Renegotiation,180
R00006449,C008202,2026-06-09,3773.04,Collection,60
R00006450,C008202,2026-07-09,3395.73,Payment,90
R00006451,C008202,2026-08-08,2829.78,Settlement,120
R00006452,C008204,2026-01-09,4250.65,Payment,30
R00006453,C008204,2026-03-10,3187.99,Settlement,90
R00006454,C008204,2026-04-09,2656.66,Settlement,120
R00006455,C008204,2026-06-08,2302.44,Payment,180
R00006456,C008205,2026-06-09,2657.28,Payment,60
R00006457,C008207,2026-05-10,5630.74,Payment,30
R00006458,C008207,2026-08-08,3519.21,Collection,120
R00006459,C008208,2025-11-09,2505.21,Collection,30
R00006460,C008208,2025-12-09,2087.68,Collection,60
R00006461,C008208,2026-04-08,1356.99,Settlement,180
R00006462,C008223,2026-07-09,3213.06,Collection,90
R00006463,C008238,2026-03-12,466.7,Collection,30
R00006464,C008238,2026-04-11,388.92,Payment,60
R00006465,C008238,2026-05-11,350.03,Payment,90
R00006466,C008240,2025-09-09,2958.71,Payment,30
R00006467,C008240,2025-10-09,2465.59,Payment,60
R00006468,C008240,2025-12-08,1849.2,Payment,120
R00006469,C008240,2026-02-06,1602.64,Renegotiation,180
R00006470,C008242,2026-04-09,653.4,Payment,30
R00006471,C008242,2026-07-08,408.37,Payment,120
R00006472,C008243,2025-08-09,666.75,Settlement,60
R00006473,C008243,2025-09-08,600.08,Renegotiation,90
R00006474,C008243,2025-12-07,433.39,Payment,180
R00006475,C008243,2026-06-05,333.38,Payment,360
R00006476,C008244,2026-07-10,5380.03,Payment,30
R00006477,C008246,2026-01-09,1520.84,Payment,60
R00006478,C008246,2026-02-08,1368.76,Collection,90
R00006479,C008246,2026-03-10,1140.63,Payment,120
R00006480,C008247,2026-06-09,1237.11,Renegotiation,30
R00006481,C008248,2025-08-09,408.17,Settlement,30
R00006482,C008248,2025-10-08,306.13,Payment,90
R00006483,C008248,2026-01-06,221.09,Payment,180
R00006484,C008248,2026-07-05,170.07,Payment,360
R00006485,C008254,2025-11-09,1315.6,Payment,60
R00006486,C008254,2025-12-09,1184.04,Payment,90
R00006487,C008256,2026-08-09,844.31,Collection,30
R00006488,C008260,2025-09-09,697.53,Payment,30
R00006489,C008260,2025-10-09,581.28,Payment,60
R00006490,C008261,2026-01-09,1411.59,Payment,30
R00006491,C008261,2026-03-10,1058.69,Settlement,90
R00006492,C008263,2026-06-09,1469.29,Collection,30
R00006493,C008263,2026-07-09,1224.41,Collection,60
R00006494,C008263,2026-08-08,1101.97,Renegotiation,90
R00006495,C008265,2025-09-07,7986.17,Payment,120
R00006496,C008265,2025-11-06,6921.34,Collection,180
R00006497,C008267,2026-03-10,508.55,Collection,90
R00006498,C008267,2026-04-09,423.79,Renegotiation,120
R00006499,C008271,2026-02-09,2919.42,Payment,30
R00006500,C008271,2026-03-11,2432.85,Payment,60
R00006501,C008287,2026-07-10,19133.64,Payment,30
R00006502,C008290,2026-08-08,9993.9,Collection,90
R00006503,C008292,2026-08-09,2624.08,Collection,30
R00006504,C008293,2025-06-09,2399.93,Settlement,60
R00006505,C008293,2025-10-07,1559.96,Collection,180
R00006506,C008294,2026-02-09,2821.33,Payment,30
R00006507,C008294,2026-04-10,2116.0,Settlement,90
R00006508,C008302,2025-12-10,1074.73,Payment,30
R00006509,C008302,2026-03-10,671.71,Collection,120
R00006510,C008302,2026-05-09,582.15,Payment,180
R00006511,C008306,2026-04-09,9794.3,Payment,30
R00006512,C008308,2025-12-10,5455.66,Collection,30
R00006513,C008308,2026-01-09,4546.38,Renegotiation,60
R00006514,C008308,2026-03-10,3409.79,Payment,120
R00006515,C008308,2026-05-09,2955.15,Renegotiation,180
R00006516,C008310,2026-07-10,472.7,Renegotiation,30
R00006517,C008310,2026-08-09,393.91,Payment,60
R00006518,C008313,2026-08-09,2393.54,Collection,30
R00006519,C008315,2025-09-08,5063.28,Renegotiation,60
R00006520,C008315,2025-10-08,4556.95,Renegotiation,90
R00006521,C008315,2025-11-07,3797.46,Payment,120
R00006522,C008315,2026-01-06,3291.13,Settlement,180
R00006523,C008317,2025-09-09,803.53,Payment,30
R00006524,C008317,2025-10-09,669.61,Payment,60
R00006525,C008317,2025-11-08,602.65,Collection,90
R00006526,C008317,2026-08-05,334.81,Payment,360
R00006527,C008322,2025-09-09,1917.68,Payment,30
R00006528,C008322,2025-10-09,1598.07,Collection,60
R00006529,C008322,2025-12-08,1198.55,Payment,120
R00006530,C008322,2026-02-06,1038.74,Collection,180
R00006531,C008327,2026-04-09,482.34,Renegotiation,30
R00006532,C008327,2026-05-09,401.95,Payment,60
R00006533,C008327,2026-06-08,361.75,Renegotiation,90
R00006534,C008327,2026-07-08,301.46,Collection,120
R00006535,C008328,2025-12-10,969.24,Collection,30
R00006536,C008328,2026-01-09,807.7,Payment,60
R00006537,C008328,2026-05-09,525.01,Payment,180
R00006538,C008331,2025-08-09,1091.5,Collection,60
R00006539,C008331,2025-09-08,982.35,Collection,90
R00006540,C008331,2025-10-08,818.63,Renegotiation,120
R00006541,C008331,2025-12-07,709.48,Payment,180
R00006542,C008333,2025-03-12,3087.12,Settlement,30
R00006543,C008333,2025-05-11,2315.34,Collection,90
R00006544,C008333,2025-08-09,1672.19,Collection,180
R00006545,C008339,2025-05-10,2698.55,Renegotiation,30
R00006546,C008339,2025-07-09,2023.92,Settlement,90
R00006547,C008339,2025-10-07,1461.72,Payment,180
R00006548,C008340,2026-04-11,187.0,Payment,60
R00006549,C008340,2026-05-11,168.3,Payment,90
R00006550,C008340,2026-06-10,140.25,Payment,120
R00006551,C008344,2025-12-10,6295.74,Payment,30
R00006552,C008344,2026-01-09,5246.45,Renegotiation,60
R00006553,C008344,2026-02-08,4721.8,Payment,90
R00006554,C008344,2026-05-09,3410.19,Payment,180
R00006555,C008346,2026-06-09,1185.23,Payment,30
R00006556,C008346,2026-07-09,987.69,Collection,60
R00006557,C008346,2026-08-08,888.92,Collection,90
R00006558,C008347,2026-06-09,624.47,Collection,30
R00006559,C008347,2026-07-09,520.39,Payment,60
R00006560,C008347,2026-08-08,468.35,Payment,90
R00006561,C008349,2026-06-10,738.82,Collection,120
R00006562,C008349,2026-08-09,640.31,Settlement,180
R00006563,C008352,2025-08-08,6023.22,Payment,90
R00006564,C008352,2025-09-07,5019.35,Renegotiation,120
R00006565,C008360,2026-05-10,1382.92,Payment,30
R00006566,C008360,2026-06-09,1152.43,Payment,60
R00006567,C008360,2026-08-08,864.32,Payment,120
R00006568,C008362,2026-03-11,1012.71,Collection,60
R00006569,C008362,2026-04-10,911.44,Payment,90
R00006570,C008362,2026-07-09,658.26,Payment,180
R00006571,C008364,2025-04-09,1183.89,Renegotiation,30
R00006572,C008364,2025-06-08,887.92,Payment,90
R00006573,C008364,2025-09-06,641.27,Payment,180
R00006574,C008365,2025-12-10,1495.21,Renegotiation,30
R00006575,C008365,2026-05-09,809.9,Payment,180
R00006576,C008377,2026-05-11,1187.93,Collection,90
R00006577,C008381,2026-07-10,2037.25,Renegotiation,30
R00006578,C008383,2026-08-09,4775.39,Payment,30
R00006579,C008385,2026-02-09,507.24,Payment,30
R00006580,C008385,2026-03-11,422.7,Payment,60
R00006581,C008387,2026-06-09,694.24,Settlement,60
R00006582,C008387,2026-07-09,624.82,Payment,90
R00006583,C008387,2026-08-08,520.68,Renegotiation,120
R00006584,C008388,2026-05-10,1484.54,Collection,30
R00006585,C008388,2026-08-08,927.84,Payment,120
R00006586,C008394,2026-03-12,1428.62,Payment,30
R00006587,C008394,2026-06-10,892.89,Payment,120
R00006588,C008394,2026-08-09,773.84,Settlement,180
R00006589,C008409,2026-02-09,1704.9,Payment,30
R00006590,C008409,2026-03-11,1420.75,Collection,60
R00006591,C008409,2026-07-09,923.49,Payment,180
R00006592,C008413,2026-01-09,537.01,Settlement,30
R00006593,C008413,2026-04-09,335.63,Payment,120
R00006594,C008420,2026-07-10,1204.97,Settlement,30
R00006595,C008422,2026-08-09,18235.32,Collection,30
R00006596,C008425,2026-07-09,566.71,Payment,60
R00006597,C008426,2026-05-09,1183.91,Payment,60
R00006598,C008426,2026-07-08,887.94,Renegotiation,120
R00006599,C008427,2026-05-10,3641.72,Renegotiation,30
R00006600,C008427,2026-07-09,2731.29,Collection,90
R00006601,C008428,2026-01-09,3985.72,Payment,30
R00006602,C008428,2026-02-08,3321.43,Payment,60
R00006603,C008428,2026-04-09,2491.08,Payment,120
R00006604,C008430,2026-05-10,7957.44,Collection,30
R00006605,C008443,2026-08-08,12840.97,Renegotiation,90
R00006606,C008452,2026-08-09,1391.08,Collection,60
R00006607,C008459,2026-07-10,2775.8,Payment,30
R00006608,C008459,2026-08-09,2313.16,Collection,60
R00006609,C008460,2025-11-09,624.82,Collection,60
R00006610,C008460,2025-12-09,562.33,Renegotiation,90
R00006611,C008460,2026-03-09,406.13,Collection,180
R00006612,C008470,2026-04-08,1056.46,Payment,180
R00006613,C008472,2025-10-10,1127.33,Renegotiation,30
R00006614,C008472,2025-11-09,939.44,Collection,60
R00006615,C008472,2026-01-08,704.58,Renegotiation,120
R00006616,C008474,2026-05-10,2193.58,Payment,30
R00006617,C008474,2026-08-08,1370.99,Payment,120
R00006618,C008475,2026-02-09,1319.94,Payment,30
R00006619,C008475,2026-03-11,1099.95,Payment,60
R00006620,C008475,2026-04-10,989.95,Collection,90
R00006621,C008476,2026-01-09,1595.24,Renegotiation,30
R00006622,C008476,2026-02-08,1329.37,Collection,60
R00006623,C008476,2026-03-10,1196.43,Payment,90
R00006624,C008476,2026-04-09,997.03,Collection,120
R00006625,C008480,2025-08-09,1907.56,Payment,60
R00006626,C008480,2025-09-08,1716.81,Payment,90
R00006627,C008480,2025-10-08,1430.67,Settlement,120
R00006628,C008480,2025-12-07,1239.92,Payment,180
R00006629,C008482,2026-02-08,21859.31,Settlement,60
R00006630,C008482,2026-03-10,19673.38,Renegotiation,90
R00006631,C008487,2026-01-08,1157.41,Renegotiation,90
R00006632,C008487,2026-02-07,964.51,Renegotiation,120
R00006633,C008489,2026-02-09,11669.02,Settlement,30
R00006634,C008489,2026-05-10,7293.14,Collection,120
R00006635,C008490,2026-02-09,884.91,Settlement,30
R00006636,C008490,2026-04-10,663.69,Payment,90
R00006637,C008490,2026-05-10,553.07,Payment,120
R00006638,C008495,2026-08-08,2429.6,Payment,90
R00006639,C008496,2026-07-09,1865.01,Collection,60
R00006640,C008500,2026-02-08,6235.86,Settlement,90
R00006641,C008500,2026-05-09,4503.68,Payment,180
R00006642,C008511,2026-07-09,1565.72,Collection,180
R00006643,C008512,2026-07-10,2639.63,Payment,30
R00006644,C008512,2026-08-09,2199.69,Renegotiation,60
R00006645,C008513,2026-08-09,1812.0,Settlement,60
R00006646,C008522,2025-11-09,454.09,Payment,60
R00006647,C008522,2025-12-09,408.68,Renegotiation,90
R00006648,C008522,2026-01-08,340.56,Collection,120
R00006649,C008524,2026-08-09,219.89,Payment,60
R00006650,C008526,2026-01-09,6589.6,Collection,30
R00006651,C008526,2026-04-09,4118.5,Collection,120
R00006652,C008526,2026-06-08,3569.37,Renegotiation,180
R00006653,C008529,2026-03-12,29856.76,Renegotiation,30
R00006654,C008529,2026-05-11,22392.57,Payment,90
R00006655,C008529,2026-06-10,18660.47,Settlement,120
R00006656,C008532,2026-07-10,419.06,Settlement,30
R00006657,C008535,2025-08-09,2375.99,Renegotiation,60
R00006658,C008535,2026-06-05,1188.0,Renegotiation,360
R00006659,C008537,2026-05-10,1236.04,Payment,30
R00006660,C008537,2026-07-09,927.03,Collection,90
R00006661,C008537,2026-08-08,772.52,Payment,120
R00006662,C008539,2025-10-08,1223.69,Payment,120
R00006663,C008539,2025-12-07,1060.53,Renegotiation,180
R00006664,C008543,2026-06-08,16280.64,Payment,90
R00006665,C008550,2026-03-12,1471.05,Collection,30
R00006666,C008550,2026-06-10,919.41,Payment,120
R00006667,C008550,2026-08-09,796.82,Collection,180
R00006668,C008556,2025-12-10,1851.36,Renegotiation,30
R00006669,C008556,2026-03-10,1157.1,Payment,120
R00006670,C008557,2025-11-09,1659.3,Payment,30
R00006671,C008557,2026-04-08,898.79,Renegotiation,180
R00006672,C008559,2026-08-09,306.03,Collection,60
R00006673,C008560,2026-08-09,1269.9,Payment,60
R00006674,C008563,2026-05-10,90.75,Collection,30
R00006675,C008563,2026-06-09,75.63,Renegotiation,60
R00006676,C008563,2026-08-08,56.72,Collection,120
R00006677,C008564,2026-01-09,10209.64,Collection,30
R00006678,C008564,2026-03-10,7657.23,Payment,90
R00006679,C008564,2026-06-08,5530.22,Payment,180
R00006680,C008565,2026-02-08,6096.34,Renegotiation,60
R00006681,C008569,2026-07-10,2963.57,Settlement,30
R00006682,C008571,2026-05-09,4183.77,Renegotiation,60
R00006683,C008571,2026-06-08,3765.4,Collection,90
R00006684,C008571,2026-07-08,3137.83,Payment,120
R00006685,C008574,2026-07-10,402.38,Collection,30
R00006686,C008574,2026-08-09,335.31,Collection,60
R00006687,C008579,2025-11-08,511.05,Renegotiation,90
R00006688,C008579,2025-12-08,425.87,Payment,120
R00006689,C008579,2026-08-05,283.92,Settlement,360
R00006690,C008581,2026-07-10,844.08,Payment,30
R00006691,C008587,2025-11-09,1868.08,Renegotiation,30
R00006692,C008587,2025-12-09,1556.73,Renegotiation,60
R00006693,C008587,2026-04-08,1011.88,Settlement,180
R00006694,C008590,2026-06-09,1380.96,Renegotiation,30
R00006695,C008594,2026-07-10,2627.84,Payment,30
R00006696,C008594,2026-08-09,2189.87,Collection,60
R00006697,C008595,2025-05-10,1867.31,Renegotiation,30
R00006698,C008595,2025-07-09,1400.49,Payment,90
R00006699,C008595,2025-08-08,1167.07,Renegotiation,120
R00006700,C008597,2025-11-09,2434.27,Payment,30
R00006701,C008597,2026-04-08,1318.57,Renegotiation,180
R00006702,C008605,2026-06-09,749.9,Collection,60
R00006703,C008605,2026-07-09,674.91,Renegotiation,90
R00006704,C008606,2026-07-10,435.65,Collection,30
R00006705,C008610,2026-01-09,3050.87,Payment,60
R00006706,C008610,2026-03-10,2288.15,Payment,120
R00006707,C008610,2026-05-09,1983.07,Renegotiation,180
R00006708,C008618,2025-11-09,12751.46,Payment,30
R00006709,C008618,2025-12-09,10626.21,Settlement,60
R00006710,C008618,2026-01-08,9563.59,Payment,90
R00006711,C008619,2026-03-12,3768.17,Renegotiation,30
R00006712,C008619,2026-08-09,2041.09,Collection,180
R00006713,C008621,2025-04-09,1092.85,Collection,30
R00006714,C008621,2025-07-08,683.03,Settlement,120
R00006715,C008622,2026-08-09,6219.75,Payment,180
R00006716,C008625,2026-01-09,6622.03,Settlement,60
R00006717,C008625,2026-03-10,4966.52,Renegotiation,120
R00006718,C008629,2026-05-10,1603.47,Collection,30
R00006719,C008629,2026-07-09,1202.6,Collection,90
R00006720,C008629,2026-08-08,1002.17,Payment,120
R00006721,C008630,2026-07-10,428.56,Collection,30
R00006722,C008630,2026-08-09,357.13,Payment,60
R00006723,C008631,2026-05-10,38571.49,Payment,120
R00006724,C008631,2026-07-09,33428.62,Collection,180
R00006725,C008633,2026-08-09,1958.87,Payment,30
R00006726,C008644,2026-03-10,2898.22,Renegotiation,90
R00006727,C008644,2026-04-09,2415.18,Settlement,120
R00006728,C008647,2026-06-09,687.67,Payment,60
R00006729,C008651,2025-10-10,16127.99,Payment,30
R00006730,C008651,2025-12-09,12095.99,Collection,90
R00006731,C008653,2026-07-09,8457.86,Payment,90
R00006732,C008653,2026-08-08,7048.21,Renegotiation,120
R00006733,C008657,2026-03-12,15446.34,Renegotiation,30
R00006734,C008657,2026-08-09,8366.77,Payment,180
R00006735,C008658,2025-07-10,10166.9,Payment,30
R00006736,C008658,2026-06-05,4236.21,Collection,360
R00006737,C008659,2026-02-08,1093.08,Payment,60
R00006738,C008659,2026-06-08,710.5,Settlement,180
R00006739,C008661,2025-09-09,795.63,Settlement,30
R00006740,C008661,2025-10-09,663.03,Payment,60
R00006741,C008661,2025-11-08,596.72,Payment,90
R00006742,C008661,2026-02-06,430.97,Renegotiation,180
R00006743,C008665,2026-08-08,1187.13,Settlement,90
R00006744,C008666,2026-02-09,1476.56,Payment,30
R00006745,C008666,2026-03-11,1230.47,Collection,60
R00006746,C008666,2026-04-10,1107.42,Payment,90
R00006747,C008672,2026-06-09,10503.7,Settlement,60
R00006748,C008672,2026-07-09,9453.33,Settlement,90
R00006749,C008675,2026-01-09,2793.31,Payment,30
R00006750,C008675,2026-02-08,2327.76,Renegotiation,60
R00006751,C008675,2026-04-09,1745.82,Settlement,120
R00006752,C008676,2025-11-08,4057.62,Settlement,90
R00006753,C008676,2025-12-08,3381.35,Renegotiation,120
R00006754,C008678,2026-03-10,15762.28,Renegotiation,120
R00006755,C008682,2025-08-09,8430.07,Payment,60
R00006756,C008682,2025-12-07,5479.54,Renegotiation,180
R00006757,C008687,2026-01-09,4601.24,Payment,60
R00006758,C008687,2026-02-08,4141.12,Collection,90
R00006759,C008687,2026-03-10,3450.93,Settlement,120
R00006760,C008697,2026-07-10,955.28,Payment,30
R00006761,C008699,2026-08-09,747.96,Payment,30
R00006762,C008701,2026-04-09,392.04,Settlement,30
R00006763,C008701,2026-06-08,294.03,Renegotiation,90
R00006764,C008701,2026-07-08,245.03,Collection,120
R00006765,C008704,2026-06-09,635.53,Payment,60
R00006766,C008704,2026-07-09,571.97,Payment,90
R00006767,C008704,2026-08-08,476.64,Collection,120
R00006768,C008706,2026-06-09,585.46,Payment,30
R00006769,C008706,2026-07-09,487.88,Renegotiation,60
R00006770,C008706,2026-08-08,439.1,Settlement,90
R00006771,C008714,2025-12-09,8200.33,Payment,60
R00006772,C008714,2026-01-08,7380.3,Renegotiation,90
R00006773,C008714,2026-02-07,6150.25,Payment,120
R00006774,C008715,2026-04-09,447.82,Payment,30
R00006775,C008715,2026-05-09,373.19,Payment,60
R00006776,C008715,2026-07-08,279.89,Renegotiation,120
R00006777,C008721,2026-05-10,21477.99,Renegotiation,30
R00006778,C008721,2026-06-09,17898.33,Settlement,60
R00006779,C008722,2025-04-09,1065.76,Renegotiation,30
R00006780,C008722,2026-03-05,444.07,Renegotiation,360
R00006781,C008728,2026-02-09,4642.42,Collection,30
R00006782,C008728,2026-03-11,3868.68,Collection,60
R00006783,C008728,2026-05-10,2901.51,Payment,120
R00006784,C008728,2026-07-09,2514.64,Payment,180
R00006785,C008733,2025-11-09,624.04,Payment,30
R00006786,C008733,2025-12-09,520.03,Renegotiation,60
R00006787,C008734,2025-09-08,1547.33,Renegotiation,60
R00006788,C008734,2025-11-07,1160.5,Payment,120
R00006789,C008734,2026-01-06,1005.77,Payment,180
R00006790,C008738,2026-08-09,805.17,Collection,30
R00006791,C008743,2026-08-09,1102.19,Collection,30
R00006792,C008745,2026-03-11,2854.62,Collection,60
R00006793,C008745,2026-07-09,1855.51,Renegotiation,180
R00006794,C008752,2026-08-09,585.8,Payment,60
R00006795,C008755,2025-11-09,1986.02,Renegotiation,60
R00006796,C008755,2025-12-09,1787.42,Payment,90
R00006797,C008755,2026-01-08,1489.52,Settlement,120
R00006798,C008756,2026-06-09,552.09,Payment,30
R00006799,C008760,2026-03-11,1487.0,Settlement,60
R00006800,C008760,2026-07-09,966.55,Collection,180
R00006801,C008762,2026-01-09,451.73,Renegotiation,30
R00006802,C008762,2026-03-10,338.8,Renegotiation,90
R00006803,C008762,2026-04-09,282.33,Payment,120
R00006804,C008764,2025-07-10,2412.31,Payment,30
R00006805,C008764,2025-08-09,2010.26,Settlement,60
R00006806,C008764,2025-09-08,1809.23,Settlement,90
R00006807,C008764,2025-10-08,1507.69,Payment,120
R00006808,C008775,2026-02-09,7644.87,Renegotiation,30
R00006809,C008779,2026-07-10,573.69,Payment,30
R00006810,C008781,2025-10-10,1314.87,Renegotiation,30
R00006811,C008781,2025-12-09,986.15,Settlement,90
R00006812,C008781,2026-01-08,821.79,Settlement,120
R00006813,C008785,2026-06-10,1144.93,Collection,120
R00006814,C008785,2026-08-09,992.27,Settlement,180
R00006815,C008786,2025-07-09,3816.84,Settlement,60
R00006816,C008786,2025-08-08,3435.15,Payment,90
R00006817,C008786,2025-09-07,2862.63,Payment,120
R00006818,C008786,2025-11-06,2480.94,Payment,180
R00006819,C008787,2026-06-09,2533.4,Payment,30
R00006820,C008787,2026-08-08,1900.05,Payment,90
R00006821,C008788,2026-05-10,2729.16,Collection,30
R00006822,C008796,2026-08-09,702.87,Payment,30
R00006823,C008798,2026-05-09,3135.39,Renegotiation,60
R00006824,C008800,2025-11-09,5447.58,Settlement,30
R00006825,C008800,2026-04-08,2950.77,Payment,180
R00006826,C008801,2026-07-09,2727.95,Payment,60
R00006827,C008801,2026-08-08,2455.15,Collection,90
R00006828,C008802,2025-10-09,1079.25,Payment,60
R00006829,C008802,2025-11-08,971.32,Collection,90
R00006830,C008802,2026-02-06,701.51,Renegotiation,180
R00006831,C008802,2026-08-05,539.62,Settlement,360
R00006832,C008803,2025-12-09,10325.33,Renegotiation,60
R00006833,C008803,2026-01-08,9292.79,Collection,90
R00006834,C008805,2026-06-09,150.99,Settlement,60
R00006835,C008805,2026-07-09,135.89,Collection,90
R00006836,C008805,2026-08-08,113.24,Payment,120
R00006837,C008807,2026-03-12,3127.04,Settlement,30
R00006838,C008807,2026-04-11,2605.87,Payment,60
R00006839,C008807,2026-05-11,2345.28,Payment,90
R00006840,C008808,2025-04-09,6143.99,Payment,30
R00006841,C008808,2025-06-08,4607.99,Payment,90
R00006842,C008808,2025-07-08,3839.99,Payment,120
R00006843,C008808,2025-09-06,3327.99,Settlement,180
R00006844,C008812,2025-02-09,1705.17,Settlement,30
R00006845,C008812,2025-04-10,1278.88,Payment,90
R00006846,C008813,2026-04-10,3224.26,Settlement,90
R00006847,C008813,2026-05-10,2686.89,Collection,120
R00006848,C008814,2026-03-10,17969.13,Renegotiation,120
R00006849,C008815,2026-02-09,1119.75,Payment,30
R00006850,C008815,2026-03-11,933.12,Payment,60
R00006851,C008815,2026-05-10,699.84,Collection,120
R00006852,C008817,2026-02-09,798.31,Payment,30
R00006853,C008817,2026-03-11,665.26,Payment,60
R00006854,C008817,2026-05-10,498.95,Settlement,120
R00006855,C008821,2026-06-09,677.29,Payment,30
R00006856,C008822,2026-05-10,764.8,Payment,30
R00006857,C008822,2026-06-09,637.33,Settlement,60
R00006858,C008822,2026-07-09,573.6,Payment,90
R00006859,C008825,2026-03-11,1214.55,Renegotiation,60
R00006860,C008825,2026-07-09,789.46,Settlement,180
R00006861,C008828,2026-02-09,1521.19,Renegotiation,30
R00006862,C008828,2026-03-11,1267.66,Payment,60
R00006863,C008828,2026-04-10,1140.89,Settlement,90
R00006864,C008828,2026-07-09,823.98,Payment,180
R00006865,C008831,2025-07-10,4819.07,Renegotiation,30
R00006866,C008831,2025-08-09,4015.89,Payment,60
R00006867,C008831,2025-10-08,3011.92,Renegotiation,120
R00006868,C008831,2026-06-05,2007.95,Payment,360
R00006869,C008832,2026-07-10,10877.31,Payment,30
R00006870,C008832,2026-08-09,9064.42,Renegotiation,60
R00006871,C008836,2025-07-09,2103.67,Renegotiation,90
R00006872,C008836,2025-08-08,1753.06,Payment,120
R00006873,C008836,2025-10-07,1519.32,Payment,180
R00006874,C008837,2026-07-09,3543.73,Payment,60
R00006875,C008837,2026-08-08,3189.36,Settlement,90
R00006876,C008839,2025-07-10,2163.04,Payment,30
R00006877,C008839,2025-08-09,1802.54,Payment,60
R00006878,C008839,2025-12-07,1171.65,Collection,180
R00006879,C008839,2026-06-05,901.27,Collection,360
R00006880,C008841,2026-04-09,1693.86,Payment,30
R00006881,C008841,2026-06-08,1270.39,Collection,90
R00006882,C008844,2025-08-09,12922.21,Settlement,60
R00006883,C008844,2026-06-05,6461.11,Payment,360
R00006884,C008847,2026-04-08,1800.56,Payment,180
R00006885,C008850,2026-07-09,2750.34,Settlement,90
R00006886,C008850,2026-08-08,2291.95,Payment,120
R00006887,C008851,2025-12-10,890.15,Settlement,30
R00006888,C008851,2026-01-09,741.79,Settlement,60
R00006889,C008851,2026-03-10,556.35,Settlement,120
R00006890,C008851,2026-05-09,482.17,Payment,180
R00006891,C008854,2026-05-09,458.51,Collection,60
R00006892,C008854,2026-07-08,343.88,Payment,120
R00006893,C008855,2026-06-09,310.19,Payment,60
R00006894,C008856,2026-08-09,876.3,Payment,30
R00006895,C008857,2026-07-08,2718.55,Settlement,120
R00006896,C008858,2025-10-09,10712.95,Settlement,60
R00006897,C008858,2026-08-05,5356.48,Payment,360
R00006898,C008859,2026-06-09,2477.72,Settlement,30
R00006899,C008860,2025-09-09,1319.5,Payment,30
R00006900,C008860,2025-10-09,1099.59,Payment,60
R00006901,C008860,2025-11-08,989.63,Renegotiation,90
